Match_col,Tms,Tce
RBBH-3107,Tms_TRINITY_DN26908_c0_g1_i2,Tce_TRINITY_DN105022_c0_g4_i1
RBBH-3108,Tms_TRINITY_DN31621_c12_g5_i1,Tce_TRINITY_DN101757_c5_g1_i1
RBBH-3109,Tms_TRINITY_DN29748_c0_g1_i1,Tce_TRINITY_DN99260_c6_g1_i1
RBBH-311,Tms_TRINITY_DN28262_c0_g3_i5,Tce_TRINITY_DN95279_c0_g1_i4
RBBH-3110,Tms_TRINITY_DN5422_c0_g1_i1,Tce_TRINITY_DN106396_c1_g4_i2
RBBH-3111,Tms_TRINITY_DN4081_c0_g2_i1,Tce_TRINITY_DN99239_c3_g1_i1
RBBH-3112,Tms_TRINITY_DN46400_c0_g1_i1,Tce_TRINITY_DN94156_c1_g1_i1
RBBH-3113,Tms_TRINITY_DN31816_c6_g16_i1,Tce_TRINITY_DN107685_c14_g14_i1
RBBH-3114,Tms_TRINITY_DN31822_c0_g3_i2,Tce_TRINITY_DN107803_c5_g9_i3
RBBH-3115,Tms_TRINITY_DN31365_c1_g1_i5,Tce_TRINITY_DN98447_c1_g1_i1
RBBH-3116,Tms_TRINITY_DN31566_c2_g4_i1,Tce_TRINITY_DN99999_c1_g1_i1
RBBH-3117,Tms_TRINITY_DN397_c0_g1_i1,Tce_TRINITY_DN92959_c0_g1_i1
RBBH-3118,Tms_TRINITY_DN351_c0_g1_i1,Tce_TRINITY_DN98100_c0_g1_i1
RBBH-312,Tms_TRINITY_DN63335_c0_g1_i1,Tce_TRINITY_DN106589_c0_g4_i1
RBBH-3120,Tms_TRINITY_DN72419_c0_g1_i1,Tce_TRINITY_DN107507_c1_g1_i2
RBBH-3121,Tms_TRINITY_DN74058_c0_g1_i1,Tce_TRINITY_DN93415_c4_g1_i1
RBBH-3122,Tms_TRINITY_DN13838_c0_g1_i1,Tce_TRINITY_DN81202_c0_g1_i1
RBBH-3123,Tms_TRINITY_DN21462_c0_g1_i1,Tce_TRINITY_DN99444_c7_g3_i1
RBBH-3124,Tms_TRINITY_DN71894_c0_g1_i1,Tce_TRINITY_DN80734_c0_g1_i1
RBBH-3125,Tms_TRINITY_DN31142_c14_g1_i1,Tce_TRINITY_DN103569_c2_g1_i2
RBBH-3126,Tms_TRINITY_DN12417_c0_g1_i1,Tce_TRINITY_DN81193_c0_g1_i1
RBBH-3128,Tms_TRINITY_DN70631_c0_g1_i1,Tce_TRINITY_DN20342_c0_g1_i1
RBBH-3129,Tms_TRINITY_DN29851_c0_g1_i1,Tce_TRINITY_DN96397_c0_g1_i1
RBBH-313,Tms_TRINITY_DN35124_c0_g1_i1,Tce_TRINITY_DN92343_c1_g2_i1
RBBH-3130,Tms_TRINITY_DN25301_c0_g1_i1,Tce_TRINITY_DN106072_c0_g2_i1
RBBH-3131,Tms_TRINITY_DN40836_c0_g1_i1,Tce_TRINITY_DN92369_c0_g1_i1
RBBH-3132,Tms_TRINITY_DN20806_c0_g1_i2,Tce_TRINITY_DN75492_c0_g2_i1
RBBH-3133,Tms_TRINITY_DN23476_c0_g2_i1,Tce_TRINITY_DN106748_c0_g1_i1
RBBH-3134,Tms_TRINITY_DN28673_c0_g1_i1,Tce_TRINITY_DN97046_c0_g1_i1
RBBH-3135,Tms_TRINITY_DN26764_c0_g3_i1,Tce_TRINITY_DN90381_c0_g1_i1
RBBH-3136,Tms_TRINITY_DN29326_c0_g1_i2,Tce_TRINITY_DN102961_c7_g3_i2
RBBH-3137,Tms_TRINITY_DN21571_c0_g1_i1,Tce_TRINITY_DN99213_c0_g2_i1
RBBH-3138,Tms_TRINITY_DN51759_c0_g1_i1,Tce_TRINITY_DN69108_c0_g1_i1
RBBH-3139,Tms_TRINITY_DN31237_c4_g6_i1,Tce_TRINITY_DN99459_c1_g1_i1
RBBH-314,Tms_TRINITY_DN31821_c4_g1_i1,Tce_TRINITY_DN102066_c6_g1_i3
RBBH-3141,Tms_TRINITY_DN49712_c0_g1_i1,Tce_TRINITY_DN104769_c1_g1_i1
RBBH-3142,Tms_TRINITY_DN28616_c0_g1_i1,Tce_TRINITY_DN97213_c0_g1_i1
RBBH-3143,Tms_TRINITY_DN8765_c0_g1_i1,Tce_TRINITY_DN39516_c0_g3_i1
RBBH-3144,Tms_TRINITY_DN26387_c0_g1_i1,Tce_TRINITY_DN96868_c0_g1_i1
RBBH-3145,Tms_TRINITY_DN29499_c0_g1_i1,Tce_TRINITY_DN96091_c0_g2_i1
RBBH-3146,Tms_TRINITY_DN22554_c0_g1_i1,Tce_TRINITY_DN105415_c0_g2_i3
RBBH-3147,Tms_TRINITY_DN30727_c0_g3_i1,Tce_TRINITY_DN104926_c2_g4_i1
RBBH-3148,Tms_TRINITY_DN25471_c0_g1_i1,Tce_TRINITY_DN81882_c0_g1_i1
RBBH-3149,Tms_TRINITY_DN27231_c1_g2_i1,Tce_TRINITY_DN106234_c1_g1_i3
RBBH-315,Tms_TRINITY_DN24062_c0_g1_i1,Tce_TRINITY_DN93396_c0_g1_i1
RBBH-3150,Tms_TRINITY_DN23489_c0_g1_i3,Tce_TRINITY_DN95119_c0_g2_i1
RBBH-3151,Tms_TRINITY_DN27714_c1_g1_i1,Tce_TRINITY_DN92434_c0_g1_i1
RBBH-3152,Tms_TRINITY_DN17983_c0_g1_i1,Tce_TRINITY_DN76152_c0_g1_i1
RBBH-3153,Tms_TRINITY_DN21477_c0_g1_i1,Tce_TRINITY_DN106428_c2_g1_i1
RBBH-3154,Tms_TRINITY_DN34807_c0_g1_i1,Tce_TRINITY_DN94371_c0_g2_i1
RBBH-3155,Tms_TRINITY_DN234_c0_g1_i1,Tce_TRINITY_DN78196_c0_g1_i1
RBBH-3156,Tms_TRINITY_DN14244_c0_g2_i1,Tce_TRINITY_DN91201_c0_g2_i1
RBBH-3157,Tms_TRINITY_DN64520_c0_g1_i1,Tce_TRINITY_DN67428_c0_g1_i1
RBBH-3158,Tms_TRINITY_DN30944_c2_g3_i7,Tce_TRINITY_DN100803_c0_g1_i1
RBBH-3159,Tms_TRINITY_DN38364_c0_g1_i1,Tce_TRINITY_DN65574_c0_g1_i1
RBBH-316,Tms_TRINITY_DN18165_c0_g1_i1,Tce_TRINITY_DN105173_c5_g1_i1
RBBH-3160,Tms_TRINITY_DN31544_c2_g1_i1,Tce_TRINITY_DN102530_c3_g1_i1
RBBH-3161,Tms_TRINITY_DN31311_c2_g5_i3,Tce_TRINITY_DN68883_c0_g1_i1
RBBH-3162,Tms_TRINITY_DN65611_c0_g1_i1,Tce_TRINITY_DN103472_c0_g3_i1
RBBH-3165,Tms_TRINITY_DN31370_c3_g1_i1,Tce_TRINITY_DN101667_c13_g1_i1
RBBH-3166,Tms_TRINITY_DN2822_c0_g2_i1,Tce_TRINITY_DN88155_c0_g1_i1
RBBH-3167,Tms_TRINITY_DN35079_c0_g1_i1,Tce_TRINITY_DN102897_c1_g1_i1
RBBH-3168,Tms_TRINITY_DN31026_c0_g1_i1,Tce_TRINITY_DN95054_c0_g2_i1
RBBH-3169,Tms_TRINITY_DN39991_c0_g1_i1,Tce_TRINITY_DN97728_c0_g2_i1
RBBH-3170,Tms_TRINITY_DN28165_c0_g1_i1,Tce_TRINITY_DN101119_c0_g1_i2
RBBH-3171,Tms_TRINITY_DN3950_c0_g1_i1,Tce_TRINITY_DN54428_c0_g1_i1
RBBH-3172,Tms_TRINITY_DN36158_c0_g1_i1,Tce_TRINITY_DN86718_c0_g1_i1
RBBH-3173,Tms_TRINITY_DN28314_c0_g1_i1,Tce_TRINITY_DN83610_c1_g2_i1
RBBH-3174,Tms_TRINITY_DN72442_c0_g1_i1,Tce_TRINITY_DN61004_c0_g2_i1
RBBH-3175,Tms_TRINITY_DN694_c0_g1_i1,Tce_TRINITY_DN93894_c0_g5_i1
RBBH-3176,Tms_TRINITY_DN32220_c0_g1_i1,Tce_TRINITY_DN89503_c0_g1_i1
RBBH-3177,Tms_TRINITY_DN30989_c0_g1_i5,Tce_TRINITY_DN103085_c0_g1_i9
RBBH-3178,Tms_TRINITY_DN14649_c0_g1_i1,Tce_TRINITY_DN88454_c0_g2_i1
RBBH-3179,Tms_TRINITY_DN59062_c0_g1_i1,Tce_TRINITY_DN62912_c0_g1_i1
RBBH-318,Tms_TRINITY_DN30351_c0_g1_i1,Tce_TRINITY_DN47516_c0_g1_i1
RBBH-3180,Tms_TRINITY_DN20103_c0_g1_i1,Tce_TRINITY_DN107598_c0_g1_i1
RBBH-3181,Tms_TRINITY_DN1199_c0_g1_i1,Tce_TRINITY_DN103909_c2_g1_i1
RBBH-3182,Tms_TRINITY_DN31759_c21_g14_i1,Tce_TRINITY_DN102241_c2_g1_i1
RBBH-3183,Tms_TRINITY_DN28334_c1_g1_i1,Tce_TRINITY_DN106389_c2_g1_i1
RBBH-3184,Tms_TRINITY_DN3585_c0_g1_i1,Tce_TRINITY_DN90444_c0_g1_i1
RBBH-3185,Tms_TRINITY_DN30824_c6_g1_i1,Tce_TRINITY_DN23588_c0_g2_i1
RBBH-3186,Tms_TRINITY_DN25904_c0_g1_i1,Tce_TRINITY_DN100432_c2_g1_i1
RBBH-3187,Tms_TRINITY_DN25865_c3_g1_i1,Tce_TRINITY_DN91839_c0_g1_i1
RBBH-3188,Tms_TRINITY_DN1126_c0_g1_i1,Tce_TRINITY_DN95854_c2_g1_i1
RBBH-319,Tms_TRINITY_DN8549_c0_g2_i1,Tce_TRINITY_DN105765_c0_g2_i1
RBBH-3190,Tms_TRINITY_DN27838_c0_g2_i1,Tce_TRINITY_DN107359_c0_g3_i1
RBBH-3191,Tms_TRINITY_DN64337_c0_g1_i1,Tce_TRINITY_DN89874_c0_g1_i1
RBBH-3192,Tms_TRINITY_DN40101_c0_g2_i1,Tce_TRINITY_DN97235_c2_g1_i1
RBBH-3193,Tms_TRINITY_DN2209_c0_g1_i1,Tce_TRINITY_DN90927_c0_g1_i1
RBBH-3194,Tms_TRINITY_DN58744_c0_g1_i1,Tce_TRINITY_DN105389_c2_g1_i1
RBBH-3195,Tms_TRINITY_DN10161_c0_g1_i1,Tce_TRINITY_DN95613_c0_g1_i1
RBBH-3196,Tms_TRINITY_DN48122_c0_g1_i1,Tce_TRINITY_DN91250_c0_g1_i1
RBBH-3197,Tms_TRINITY_DN31970_c0_g1_i1,Tce_TRINITY_DN91540_c0_g1_i1
RBBH-3198,Tms_TRINITY_DN31374_c13_g1_i1,Tce_TRINITY_DN63816_c0_g1_i1
RBBH-3199,Tms_TRINITY_DN22175_c0_g2_i1,Tce_TRINITY_DN126163_c0_g1_i1
RBBH-32,Tms_TRINITY_DN31066_c5_g1_i1,Tce_TRINITY_DN100181_c3_g1_i2
RBBH-320,Tms_TRINITY_DN13075_c0_g1_i1,Tce_TRINITY_DN23521_c0_g1_i1
RBBH-3200,Tms_TRINITY_DN27053_c0_g1_i1,Tce_TRINITY_DN102360_c6_g2_i1
RBBH-3201,Tms_TRINITY_DN31319_c1_g5_i1,Tce_TRINITY_DN104636_c3_g1_i7
RBBH-3202,Tms_TRINITY_DN29547_c1_g1_i1,Tce_TRINITY_DN104058_c1_g1_i1
RBBH-3203,Tms_TRINITY_DN21726_c0_g1_i1,Tce_TRINITY_DN74939_c0_g1_i1
RBBH-3204,Tms_TRINITY_DN72245_c0_g1_i1,Tce_TRINITY_DN101636_c2_g1_i1
RBBH-3205,Tms_TRINITY_DN7372_c0_g2_i1,Tce_TRINITY_DN86269_c0_g3_i1
RBBH-3206,Tms_TRINITY_DN17428_c0_g1_i1,Tce_TRINITY_DN102469_c0_g1_i1
RBBH-3207,Tms_TRINITY_DN17089_c0_g1_i2,Tce_TRINITY_DN101173_c0_g1_i1
RBBH-3209,Tms_TRINITY_DN21466_c0_g1_i1,Tce_TRINITY_DN104184_c14_g15_i1
RBBH-321,Tms_TRINITY_DN30846_c1_g1_i1,Tce_TRINITY_DN105731_c1_g1_i2
RBBH-3210,Tms_TRINITY_DN26895_c0_g1_i1,Tce_TRINITY_DN69080_c0_g1_i1
RBBH-3211,Tms_TRINITY_DN23665_c0_g1_i1,Tce_TRINITY_DN96904_c1_g13_i1
RBBH-3212,Tms_TRINITY_DN21010_c1_g1_i1,Tce_TRINITY_DN100692_c5_g15_i2
RBBH-3214,Tms_TRINITY_DN31729_c6_g12_i1,Tce_TRINITY_DN99669_c4_g1_i1
RBBH-3215,Tms_TRINITY_DN44452_c0_g1_i1,Tce_TRINITY_DN101342_c4_g1_i1
RBBH-3217,Tms_TRINITY_DN14794_c0_g2_i1,Tce_TRINITY_DN104705_c0_g1_i1
RBBH-3218,Tms_TRINITY_DN5789_c0_g1_i1,Tce_TRINITY_DN103171_c0_g1_i1
RBBH-3219,Tms_TRINITY_DN60085_c0_g1_i1,Tce_TRINITY_DN77442_c0_g1_i1
RBBH-322,Tms_TRINITY_DN30677_c2_g1_i1,Tce_TRINITY_DN101699_c1_g1_i1
RBBH-3220,Tms_TRINITY_DN27088_c0_g1_i1,Tce_TRINITY_DN95314_c0_g1_i3
RBBH-3221,Tms_TRINITY_DN30140_c0_g2_i1,Tce_TRINITY_DN15573_c0_g2_i1
RBBH-3222,Tms_TRINITY_DN25819_c1_g2_i1,Tce_TRINITY_DN90647_c0_g1_i2
RBBH-3223,Tms_TRINITY_DN10380_c0_g1_i1,Tce_TRINITY_DN6937_c0_g1_i1
RBBH-3224,Tms_TRINITY_DN31703_c3_g1_i3,Tce_TRINITY_DN106238_c3_g5_i1
RBBH-3225,Tms_TRINITY_DN10931_c0_g1_i1,Tce_TRINITY_DN37130_c0_g1_i1
RBBH-3227,Tms_TRINITY_DN29366_c0_g1_i1,Tce_TRINITY_DN92826_c0_g1_i1
RBBH-3228,Tms_TRINITY_DN31495_c5_g2_i1,Tce_TRINITY_DN107043_c1_g2_i1
RBBH-3229,Tms_TRINITY_DN29612_c4_g1_i3,Tce_TRINITY_DN106923_c0_g3_i3
RBBH-323,Tms_TRINITY_DN7724_c0_g1_i1,Tce_TRINITY_DN98652_c5_g2_i3
RBBH-3230,Tms_TRINITY_DN47850_c0_g1_i1,Tce_TRINITY_DN98134_c1_g1_i2
RBBH-3231,Tms_TRINITY_DN24545_c0_g1_i2,Tce_TRINITY_DN76616_c0_g1_i1
RBBH-3232,Tms_TRINITY_DN17599_c0_g1_i1,Tce_TRINITY_DN84553_c0_g1_i1
RBBH-3233,Tms_TRINITY_DN29823_c7_g6_i1,Tce_TRINITY_DN105677_c0_g4_i4
RBBH-3234,Tms_TRINITY_DN30330_c0_g1_i1,Tce_TRINITY_DN107592_c3_g1_i2
RBBH-3236,Tms_TRINITY_DN356_c0_g1_i1,Tce_TRINITY_DN66303_c0_g1_i1
RBBH-3237,Tms_TRINITY_DN15198_c0_g1_i1,Tce_TRINITY_DN62604_c0_g1_i1
RBBH-3238,Tms_TRINITY_DN17115_c0_g3_i1,Tce_TRINITY_DN105437_c0_g1_i5
RBBH-3239,Tms_TRINITY_DN27358_c2_g1_i1,Tce_TRINITY_DN92634_c2_g2_i1
RBBH-3240,Tms_TRINITY_DN45162_c0_g1_i1,Tce_TRINITY_DN104039_c2_g2_i1
RBBH-3241,Tms_TRINITY_DN64017_c0_g1_i1,Tce_TRINITY_DN85172_c1_g1_i1
RBBH-3242,Tms_TRINITY_DN305_c0_g1_i1,Tce_TRINITY_DN95627_c0_g1_i2
RBBH-3243,Tms_TRINITY_DN48566_c0_g1_i1,Tce_TRINITY_DN102505_c0_g2_i2
RBBH-3244,Tms_TRINITY_DN28214_c0_g2_i1,Tce_TRINITY_DN101349_c0_g1_i2
RBBH-3245,Tms_TRINITY_DN10266_c0_g1_i1,Tce_TRINITY_DN94787_c3_g1_i1
RBBH-3246,Tms_TRINITY_DN40838_c0_g1_i1,Tce_TRINITY_DN92411_c0_g1_i1
RBBH-3247,Tms_TRINITY_DN31357_c0_g1_i1,Tce_TRINITY_DN94575_c3_g1_i1
RBBH-3248,Tms_TRINITY_DN44171_c0_g1_i1,Tce_TRINITY_DN95607_c1_g1_i1
RBBH-3249,Tms_TRINITY_DN31062_c2_g2_i1,Tce_TRINITY_DN101375_c5_g1_i1
RBBH-325,Tms_TRINITY_DN19942_c0_g2_i1,Tce_TRINITY_DN95265_c0_g1_i1
RBBH-3250,Tms_TRINITY_DN31499_c0_g1_i4,Tce_TRINITY_DN98821_c0_g4_i1
RBBH-3251,Tms_TRINITY_DN31763_c8_g7_i2,Tce_TRINITY_DN103881_c0_g5_i1
RBBH-3252,Tms_TRINITY_DN28868_c0_g1_i5,Tce_TRINITY_DN99469_c4_g1_i2
RBBH-3253,Tms_TRINITY_DN31749_c4_g1_i1,Tce_TRINITY_DN103155_c5_g1_i1
RBBH-3254,Tms_TRINITY_DN31630_c9_g6_i5,Tce_TRINITY_DN104648_c0_g2_i2
RBBH-3255,Tms_TRINITY_DN7488_c0_g1_i1,Tce_TRINITY_DN91244_c0_g1_i1
RBBH-3256,Tms_TRINITY_DN31700_c3_g2_i1,Tce_TRINITY_DN107419_c4_g2_i3
RBBH-3257,Tms_TRINITY_DN57037_c0_g1_i1,Tce_TRINITY_DN105499_c2_g1_i1
RBBH-3258,Tms_TRINITY_DN949_c0_g2_i1,Tce_TRINITY_DN75937_c0_g1_i1
RBBH-3259,Tms_TRINITY_DN22230_c0_g1_i2,Tce_TRINITY_DN82291_c0_g1_i1
RBBH-326,Tms_TRINITY_DN58958_c0_g1_i1,Tce_TRINITY_DN54652_c0_g1_i1
RBBH-3260,Tms_TRINITY_DN20960_c0_g1_i1,Tce_TRINITY_DN86967_c0_g1_i1
RBBH-3261,Tms_TRINITY_DN31358_c4_g5_i1,Tce_TRINITY_DN103435_c4_g7_i6
RBBH-3262,Tms_TRINITY_DN18524_c0_g1_i1,Tce_TRINITY_DN104135_c2_g2_i2
RBBH-3263,Tms_TRINITY_DN27445_c0_g1_i1,Tce_TRINITY_DN84771_c1_g1_i1
RBBH-3264,Tms_TRINITY_DN15728_c0_g2_i1,Tce_TRINITY_DN78311_c0_g3_i1
RBBH-3265,Tms_TRINITY_DN31208_c1_g2_i6,Tce_TRINITY_DN97036_c0_g1_i7
RBBH-3266,Tms_TRINITY_DN30687_c0_g1_i1,Tce_TRINITY_DN106317_c0_g1_i1
RBBH-3267,Tms_TRINITY_DN18670_c0_g1_i1,Tce_TRINITY_DN100823_c0_g1_i1
RBBH-3268,Tms_TRINITY_DN25246_c0_g2_i1,Tce_TRINITY_DN80247_c3_g1_i1
RBBH-3269,Tms_TRINITY_DN55560_c0_g1_i1,Tce_TRINITY_DN113177_c0_g1_i1
RBBH-327,Tms_TRINITY_DN28481_c0_g2_i1,Tce_TRINITY_DN103418_c4_g1_i1
RBBH-3270,Tms_TRINITY_DN24366_c0_g2_i1,Tce_TRINITY_DN105218_c0_g10_i1
RBBH-3271,Tms_TRINITY_DN23795_c0_g1_i1,Tce_TRINITY_DN102308_c0_g1_i1
RBBH-3272,Tms_TRINITY_DN27312_c0_g3_i1,Tce_TRINITY_DN89347_c0_g2_i1
RBBH-3273,Tms_TRINITY_DN27992_c0_g1_i1,Tce_TRINITY_DN98631_c0_g1_i5
RBBH-3274,Tms_TRINITY_DN44937_c0_g1_i1,Tce_TRINITY_DN51100_c0_g2_i1
RBBH-3277,Tms_TRINITY_DN31597_c1_g2_i1,Tce_TRINITY_DN95620_c2_g2_i1
RBBH-3278,Tms_TRINITY_DN56035_c0_g1_i1,Tce_TRINITY_DN90935_c0_g1_i1
RBBH-3279,Tms_TRINITY_DN31108_c3_g1_i1,Tce_TRINITY_DN103484_c0_g1_i2
RBBH-328,Tms_TRINITY_DN34441_c0_g1_i1,Tce_TRINITY_DN69232_c0_g1_i1
RBBH-3280,Tms_TRINITY_DN32765_c0_g1_i1,Tce_TRINITY_DN62787_c0_g2_i1
RBBH-3281,Tms_TRINITY_DN30826_c1_g8_i1,Tce_TRINITY_DN89070_c0_g1_i1
RBBH-3282,Tms_TRINITY_DN74598_c0_g1_i1,Tce_TRINITY_DN90858_c0_g1_i1
RBBH-3284,Tms_TRINITY_DN25351_c0_g1_i1,Tce_TRINITY_DN16498_c0_g2_i1
RBBH-3285,Tms_TRINITY_DN48004_c0_g1_i1,Tce_TRINITY_DN99300_c0_g1_i1
RBBH-3286,Tms_TRINITY_DN20845_c1_g1_i1,Tce_TRINITY_DN73418_c0_g1_i1
RBBH-3287,Tms_TRINITY_DN31320_c15_g4_i1,Tce_TRINITY_DN91143_c0_g1_i1
RBBH-3288,Tms_TRINITY_DN50828_c0_g1_i1,Tce_TRINITY_DN87759_c0_g1_i1
RBBH-329,Tms_TRINITY_DN25995_c0_g3_i1,Tce_TRINITY_DN98934_c0_g1_i3
RBBH-3290,Tms_TRINITY_DN30009_c0_g1_i1,Tce_TRINITY_DN96933_c0_g1_i2
RBBH-3291,Tms_TRINITY_DN12360_c0_g1_i1,Tce_TRINITY_DN97114_c0_g1_i1
RBBH-3292,Tms_TRINITY_DN16003_c0_g1_i1,Tce_TRINITY_DN105180_c1_g11_i1
RBBH-3293,Tms_TRINITY_DN26952_c1_g1_i1,Tce_TRINITY_DN104599_c7_g4_i1
RBBH-3294,Tms_TRINITY_DN71952_c0_g1_i1,Tce_TRINITY_DN59407_c0_g1_i1
RBBH-3295,Tms_TRINITY_DN31749_c10_g1_i1,Tce_TRINITY_DN103160_c0_g1_i1
RBBH-3296,Tms_TRINITY_DN57883_c0_g1_i1,Tce_TRINITY_DN97001_c0_g1_i1
RBBH-3298,Tms_TRINITY_DN30952_c4_g5_i1,Tce_TRINITY_DN88639_c1_g1_i1
RBBH-33,Tms_TRINITY_DN31537_c9_g9_i1,Tce_TRINITY_DN100104_c4_g2_i2
RBBH-330,Tms_TRINITY_DN4370_c0_g1_i1,Tce_TRINITY_DN81536_c0_g1_i1
RBBH-3300,Tms_TRINITY_DN9591_c0_g2_i1,Tce_TRINITY_DN93844_c0_g1_i1
RBBH-3301,Tms_TRINITY_DN29597_c0_g1_i1,Tce_TRINITY_DN102083_c1_g7_i1
RBBH-3302,Tms_TRINITY_DN31544_c5_g21_i1,Tce_TRINITY_DN99522_c2_g1_i2
RBBH-3303,Tms_TRINITY_DN67236_c0_g1_i1,Tce_TRINITY_DN66086_c0_g2_i1
RBBH-3304,Tms_TRINITY_DN31544_c4_g1_i1,Tce_TRINITY_DN92878_c0_g1_i1
RBBH-3305,Tms_TRINITY_DN43923_c0_g1_i1,Tce_TRINITY_DN79122_c0_g1_i1
RBBH-3306,Tms_TRINITY_DN13901_c0_g1_i1,Tce_TRINITY_DN102682_c0_g3_i1
RBBH-3307,Tms_TRINITY_DN30760_c2_g4_i1,Tce_TRINITY_DN96736_c1_g2_i1
RBBH-3308,Tms_TRINITY_DN27927_c0_g2_i2,Tce_TRINITY_DN87903_c0_g1_i1
RBBH-3309,Tms_TRINITY_DN31692_c11_g1_i1,Tce_TRINITY_DN85807_c0_g1_i1
RBBH-331,Tms_TRINITY_DN18523_c0_g1_i1,Tce_TRINITY_DN104628_c2_g2_i3
RBBH-3310,Tms_TRINITY_DN7180_c0_g2_i1,Tce_TRINITY_DN100486_c5_g1_i1
RBBH-3311,Tms_TRINITY_DN25211_c0_g1_i1,Tce_TRINITY_DN87460_c0_g2_i1
RBBH-3312,Tms_TRINITY_DN47952_c0_g1_i1,Tce_TRINITY_DN81690_c1_g1_i1
RBBH-3313,Tms_TRINITY_DN73176_c0_g1_i1,Tce_TRINITY_DN99472_c0_g2_i1
RBBH-3314,Tms_TRINITY_DN30069_c2_g13_i1,Tce_TRINITY_DN105970_c1_g3_i1
RBBH-3315,Tms_TRINITY_DN625_c0_g1_i1,Tce_TRINITY_DN89122_c0_g3_i1
RBBH-3316,Tms_TRINITY_DN22258_c1_g1_i1,Tce_TRINITY_DN86434_c0_g1_i1
RBBH-3319,Tms_TRINITY_DN27096_c0_g1_i1,Tce_TRINITY_DN104111_c1_g3_i1
RBBH-332,Tms_TRINITY_DN37000_c0_g1_i1,Tce_TRINITY_DN64163_c0_g1_i1
RBBH-3320,Tms_TRINITY_DN6843_c0_g2_i1,Tce_TRINITY_DN94531_c1_g1_i1
RBBH-3321,Tms_TRINITY_DN31463_c11_g8_i1,Tce_TRINITY_DN83807_c0_g1_i1
RBBH-3322,Tms_TRINITY_DN22068_c0_g1_i1,Tce_TRINITY_DN105929_c3_g1_i1
RBBH-3323,Tms_TRINITY_DN58290_c0_g1_i1,Tce_TRINITY_DN129214_c0_g1_i1
RBBH-3324,Tms_TRINITY_DN18689_c0_g1_i1,Tce_TRINITY_DN84761_c0_g1_i2
RBBH-3325,Tms_TRINITY_DN25761_c1_g1_i1,Tce_TRINITY_DN95155_c1_g1_i1
RBBH-3326,Tms_TRINITY_DN74416_c0_g1_i1,Tce_TRINITY_DN60201_c0_g1_i1
RBBH-3327,Tms_TRINITY_DN20062_c0_g1_i1,Tce_TRINITY_DN103167_c4_g1_i1
RBBH-3328,Tms_TRINITY_DN77032_c0_g1_i1,Tce_TRINITY_DN91457_c1_g1_i1
RBBH-3329,Tms_TRINITY_DN28087_c0_g2_i1,Tce_TRINITY_DN15538_c0_g1_i1
RBBH-3330,Tms_TRINITY_DN59593_c0_g1_i1,Tce_TRINITY_DN55150_c0_g1_i1
RBBH-3331,Tms_TRINITY_DN67644_c0_g1_i1,Tce_TRINITY_DN77548_c0_g1_i1
RBBH-3332,Tms_TRINITY_DN22125_c0_g1_i1,Tce_TRINITY_DN101900_c0_g2_i1
RBBH-3333,Tms_TRINITY_DN13714_c0_g3_i1,Tce_TRINITY_DN101062_c0_g2_i1
RBBH-3334,Tms_TRINITY_DN31241_c10_g2_i1,Tce_TRINITY_DN99737_c0_g1_i1
RBBH-3336,Tms_TRINITY_DN46309_c0_g1_i1,Tce_TRINITY_DN103750_c5_g1_i1
RBBH-3338,Tms_TRINITY_DN2325_c0_g1_i1,Tce_TRINITY_DN69954_c0_g1_i1
RBBH-3339,Tms_TRINITY_DN63625_c0_g1_i1,Tce_TRINITY_DN53801_c0_g1_i1
RBBH-334,Tms_TRINITY_DN31695_c0_g1_i7,Tce_TRINITY_DN107721_c1_g4_i7
RBBH-3340,Tms_TRINITY_DN32732_c0_g1_i1,Tce_TRINITY_DN70286_c0_g1_i1
RBBH-3341,Tms_TRINITY_DN31158_c8_g2_i1,Tce_TRINITY_DN104846_c0_g1_i1
RBBH-3342,Tms_TRINITY_DN16862_c1_g1_i1,Tce_TRINITY_DN102392_c0_g1_i1
RBBH-3343,Tms_TRINITY_DN56364_c0_g1_i1,Tce_TRINITY_DN86882_c0_g1_i1
RBBH-3344,Tms_TRINITY_DN24112_c0_g2_i4,Tce_TRINITY_DN98517_c0_g1_i1
RBBH-3345,Tms_TRINITY_DN10606_c0_g2_i1,Tce_TRINITY_DN104685_c1_g1_i1
RBBH-3346,Tms_TRINITY_DN2721_c0_g1_i1,Tce_TRINITY_DN98312_c0_g1_i1
RBBH-3347,Tms_TRINITY_DN57147_c0_g1_i1,Tce_TRINITY_DN25504_c0_g1_i1
RBBH-3348,Tms_TRINITY_DN6729_c0_g1_i1,Tce_TRINITY_DN84287_c0_g1_i1
RBBH-3349,Tms_TRINITY_DN75358_c0_g1_i1,Tce_TRINITY_DN93621_c0_g1_i1
RBBH-335,Tms_TRINITY_DN62143_c0_g1_i1,Tce_TRINITY_DN87766_c0_g1_i1
RBBH-3351,Tms_TRINITY_DN27525_c0_g1_i1,Tce_TRINITY_DN102145_c0_g1_i3
RBBH-3352,Tms_TRINITY_DN40853_c0_g1_i1,Tce_TRINITY_DN104776_c5_g3_i1
RBBH-3353,Tms_TRINITY_DN44872_c0_g1_i1,Tce_TRINITY_DN67113_c0_g1_i1
RBBH-3355,Tms_TRINITY_DN8713_c0_g2_i1,Tce_TRINITY_DN89854_c0_g1_i1
