OG_name,Tsi,Tge,Tpa,Tms,Tdi,Tps,Tcm,Tte,Tbi,Tce
OG-2420,Tsi_TRINITY_DN4136_c0_g1_i1,Tge_TRINITY_DN7632_c0_g2_i1,Tpa_TRINITY_DN103644_c0_g1_i1,Tms_TRINITY_DN8994_c0_g1_i1,Tdi_TRINITY_DN17756_c0_g1_i1,Tps_TRINITY_DN47181_c0_g1_i1,Tcm_TRINITY_DN51678_c0_g2_i1,Tte_TRINITY_DN30070_c0_g1_i1,Tbi_TRINITY_DN22873_c0_g1_i1,Tce_TRINITY_DN24972_c0_g2_i1
OG-2421,Tsi_TRINITY_DN49554_c0_g1_i1,Tge_TRINITY_DN10448_c0_g1_i1,Tpa_TRINITY_DN115669_c0_g1_i1,Tms_TRINITY_DN22737_c0_g1_i1,Tdi_TRINITY_DN49055_c0_g1_i1,Tps_TRINITY_DN26577_c0_g1_i1,Tcm_TRINITY_DN88432_c0_g1_i1,Tte_TRINITY_DN4752_c0_g1_i1,Tbi_TRINITY_DN31516_c0_g1_i1,Tce_TRINITY_DN90573_c0_g1_i1
OG-2422,Tsi_TRINITY_DN13780_c0_g1_i1,Tge_TRINITY_DN78744_c0_g1_i1,Tpa_TRINITY_DN121456_c0_g1_i1,Tms_TRINITY_DN13609_c0_g1_i1,Tdi_TRINITY_DN20331_c0_g1_i1,Tps_TRINITY_DN85782_c0_g1_i1,Tcm_TRINITY_DN92640_c0_g1_i1,Tte_TRINITY_DN38749_c0_g1_i1,Tbi_TRINITY_DN34254_c0_g1_i1,Tce_TRINITY_DN90180_c0_g1_i1
OG-2423,Tsi_TRINITY_DN21901_c0_g1_i1,Tge_TRINITY_DN36914_c0_g1_i1,Tpa_TRINITY_DN128102_c0_g2_i1,Tms_TRINITY_DN6270_c0_g1_i1,Tdi_TRINITY_DN28243_c0_g1_i1,Tps_TRINITY_DN87538_c0_g1_i1,Tcm_TRINITY_DN101730_c0_g2_i3,Tte_TRINITY_DN30582_c0_g1_i1,Tbi_TRINITY_DN61201_c0_g1_i1,Tce_TRINITY_DN101526_c0_g1_i1
OG-2424,Tsi_TRINITY_DN3229_c0_g1_i1,Tge_TRINITY_DN41215_c0_g1_i1,Tpa_TRINITY_DN127253_c0_g2_i4,Tms_TRINITY_DN16191_c0_g1_i1,Tdi_TRINITY_DN32542_c0_g1_i1,Tps_TRINITY_DN90569_c0_g1_i1,Tcm_TRINITY_DN101178_c0_g1_i1,Tte_TRINITY_DN24371_c0_g2_i1,Tbi_TRINITY_DN68301_c1_g1_i1,Tce_TRINITY_DN96477_c0_g2_i3
OG-2425,Tsi_TRINITY_DN31916_c0_g1_i1,Tge_TRINITY_DN47629_c5_g1_i2,Tpa_TRINITY_DN132153_c0_g1_i1,Tms_TRINITY_DN16757_c0_g1_i1,Tdi_TRINITY_DN1418_c0_g1_i1,Tps_TRINITY_DN89285_c0_g1_i1,Tcm_TRINITY_DN103577_c0_g1_i1,Tte_TRINITY_DN48167_c0_g1_i1,Tbi_TRINITY_DN53660_c1_g3_i1,Tce_TRINITY_DN100603_c0_g1_i1
OG-2426,Tsi_TRINITY_DN26259_c0_g1_i2,Tge_TRINITY_DN36066_c0_g1_i3,Tpa_TRINITY_DN136329_c0_g1_i4,Tms_TRINITY_DN9415_c0_g1_i1,Tdi_TRINITY_DN31038_c0_g1_i1,Tps_TRINITY_DN94605_c0_g1_i7,Tcm_TRINITY_DN95863_c1_g1_i1,Tte_TRINITY_DN24673_c0_g1_i3,Tbi_TRINITY_DN67564_c0_g1_i3,Tce_TRINITY_DN98512_c0_g1_i1
OG-2427,Tsi_TRINITY_DN6934_c0_g1_i1,Tge_TRINITY_DN16030_c0_g1_i1,Tpa_TRINITY_DN142008_c8_g2_i2,Tms_TRINITY_DN64791_c0_g1_i1,Tdi_TRINITY_DN32330_c11_g5_i1,Tps_TRINITY_DN95714_c10_g1_i1,Tcm_TRINITY_DN57107_c0_g1_i1,Tte_TRINITY_DN56092_c0_g1_i1,Tbi_TRINITY_DN65013_c0_g1_i1,Tce_TRINITY_DN97648_c0_g1_i1
OG-2428,Tsi_TRINITY_DN46549_c0_g1_i1,Tge_TRINITY_DN2843_c0_g1_i1,Tpa_TRINITY_DN126233_c0_g1_i1,Tms_TRINITY_DN70901_c1_g1_i1,Tdi_TRINITY_DN3163_c0_g1_i1,Tps_TRINITY_DN115582_c0_g1_i1,Tcm_TRINITY_DN64656_c0_g1_i1,Tte_TRINITY_DN30032_c0_g1_i1,Tbi_TRINITY_DN105706_c0_g1_i1,Tce_TRINITY_DN67512_c0_g2_i1
OG-2429,Tsi_TRINITY_DN4448_c0_g1_i1,Tge_TRINITY_DN60608_c0_g1_i1,Tpa_TRINITY_DN124108_c0_g6_i1,Tms_TRINITY_DN961_c0_g2_i1,Tdi_TRINITY_DN26697_c0_g1_i2,Tps_TRINITY_DN86156_c0_g1_i2,Tcm_TRINITY_DN79194_c0_g1_i1,Tte_TRINITY_DN55552_c0_g1_i1,Tbi_TRINITY_DN72527_c0_g1_i1,Tce_TRINITY_DN81678_c0_g1_i1
OG-243,Tsi_TRINITY_DN24768_c0_g1_i1,Tge_TRINITY_DN37422_c0_g1_i2,Tpa_TRINITY_DN136756_c0_g1_i3,Tms_TRINITY_DN31304_c0_g2_i1,Tdi_TRINITY_DN31248_c0_g2_i2,Tps_TRINITY_DN94581_c2_g1_i4,Tcm_TRINITY_DN101737_c0_g1_i4,Tte_TRINITY_DN15864_c0_g1_i2,Tbi_TRINITY_DN67027_c0_g1_i2,Tce_TRINITY_DN107137_c0_g1_i3
OG-2430,Tsi_TRINITY_DN4492_c0_g1_i1,Tge_TRINITY_DN37745_c0_g2_i1,Tpa_TRINITY_DN126149_c0_g2_i2,Tms_TRINITY_DN20845_c1_g1_i1,Tdi_TRINITY_DN62014_c0_g1_i1,Tps_TRINITY_DN86421_c0_g1_i2,Tcm_TRINITY_DN77382_c0_g1_i2,Tte_TRINITY_DN23954_c0_g1_i1,Tbi_TRINITY_DN51504_c0_g1_i1,Tce_TRINITY_DN73418_c0_g1_i1
OG-2431,Tsi_TRINITY_DN5001_c0_g1_i1,Tge_TRINITY_DN43927_c0_g1_i1,Tpa_TRINITY_DN138467_c0_g1_i3,Tms_TRINITY_DN31805_c3_g1_i1,Tdi_TRINITY_DN45134_c0_g1_i1,Tps_TRINITY_DN90893_c0_g1_i1,Tcm_TRINITY_DN102883_c0_g1_i1,Tte_TRINITY_DN17626_c0_g1_i1,Tbi_TRINITY_DN68489_c0_g1_i1,Tce_TRINITY_DN105655_c8_g2_i2
OG-2432,Tsi_TRINITY_DN29511_c0_g2_i1,Tge_TRINITY_DN33555_c0_g1_i3,Tpa_TRINITY_DN135731_c0_g1_i3,Tms_TRINITY_DN20716_c0_g1_i2,Tdi_TRINITY_DN23526_c0_g1_i2,Tps_TRINITY_DN89335_c2_g3_i7,Tcm_TRINITY_DN101497_c0_g2_i1,Tte_TRINITY_DN22098_c0_g1_i3,Tbi_TRINITY_DN68205_c0_g1_i3,Tce_TRINITY_DN104037_c0_g1_i3
OG-2433,Tsi_TRINITY_DN54476_c0_g1_i1,Tge_TRINITY_DN46200_c0_g1_i2,Tpa_TRINITY_DN139858_c1_g2_i1,Tms_TRINITY_DN58206_c0_g1_i1,Tdi_TRINITY_DN7683_c0_g1_i1,Tps_TRINITY_DN60948_c0_g1_i1,Tcm_TRINITY_DN103916_c1_g1_i1,Tte_TRINITY_DN58637_c0_g1_i1,Tbi_TRINITY_DN44973_c0_g1_i1,Tce_TRINITY_DN90248_c2_g2_i1
OG-2434,Tsi_TRINITY_DN39323_c0_g1_i1,Tge_TRINITY_DN60832_c0_g1_i1,Tpa_TRINITY_DN63172_c0_g1_i1,Tms_TRINITY_DN70778_c0_g1_i1,Tdi_TRINITY_DN59819_c0_g1_i1,Tps_TRINITY_DN26579_c0_g1_i1,Tcm_TRINITY_DN88145_c0_g1_i1,Tte_TRINITY_DN10760_c0_g1_i1,Tbi_TRINITY_DN47400_c0_g1_i1,Tce_TRINITY_DN90615_c0_g1_i1
OG-2435,Tsi_TRINITY_DN20432_c0_g1_i1,Tge_TRINITY_DN43306_c0_g1_i1,Tpa_TRINITY_DN136784_c0_g1_i3,Tms_TRINITY_DN30594_c0_g1_i1,Tdi_TRINITY_DN4297_c0_g1_i1,Tps_TRINITY_DN90620_c0_g1_i4,Tcm_TRINITY_DN103634_c0_g1_i1,Tte_TRINITY_DN65215_c0_g1_i1,Tbi_TRINITY_DN66753_c0_g1_i1,Tce_TRINITY_DN105075_c0_g1_i1
OG-2436,Tsi_TRINITY_DN18988_c0_g2_i1,Tge_TRINITY_DN27766_c0_g2_i1,Tpa_TRINITY_DN114405_c0_g2_i1,Tms_TRINITY_DN32276_c0_g1_i1,Tdi_TRINITY_DN5813_c0_g1_i1,Tps_TRINITY_DN91236_c0_g2_i1,Tcm_TRINITY_DN93516_c1_g1_i1,Tte_TRINITY_DN49242_c0_g1_i1,Tbi_TRINITY_DN55278_c0_g1_i1,Tce_TRINITY_DN84105_c0_g1_i1
OG-2437,Tsi_TRINITY_DN4212_c0_g2_i1,Tge_TRINITY_DN36040_c0_g1_i1,Tpa_TRINITY_DN127584_c0_g1_i1,Tms_TRINITY_DN27715_c0_g1_i1,Tdi_TRINITY_DN20693_c0_g1_i1,Tps_TRINITY_DN78552_c0_g1_i2,Tcm_TRINITY_DN99892_c1_g1_i6,Tte_TRINITY_DN28735_c1_g1_i1,Tbi_TRINITY_DN62901_c0_g1_i2,Tce_TRINITY_DN90699_c0_g1_i2
OG-2438,Tsi_TRINITY_DN40472_c0_g1_i1,Tge_TRINITY_DN41297_c0_g1_i1,Tpa_TRINITY_DN128858_c0_g1_i1,Tms_TRINITY_DN27165_c0_g1_i1,Tdi_TRINITY_DN21035_c0_g2_i1,Tps_TRINITY_DN90900_c0_g1_i1,Tcm_TRINITY_DN99494_c0_g1_i1,Tte_TRINITY_DN35164_c0_g1_i1,Tbi_TRINITY_DN60195_c0_g2_i2,Tce_TRINITY_DN94703_c0_g1_i2
OG-2439,Tsi_TRINITY_DN24302_c0_g1_i2,Tge_TRINITY_DN41018_c0_g1_i2,Tpa_TRINITY_DN123279_c0_g1_i6,Tms_TRINITY_DN24495_c0_g1_i2,Tdi_TRINITY_DN24125_c0_g1_i4,Tps_TRINITY_DN87358_c0_g1_i1,Tcm_TRINITY_DN88488_c0_g2_i3,Tte_TRINITY_DN24485_c0_g1_i6,Tbi_TRINITY_DN55646_c0_g1_i3,Tce_TRINITY_DN94939_c0_g1_i5
OG-244,Tsi_TRINITY_DN28582_c0_g1_i1,Tge_TRINITY_DN44247_c0_g1_i1,Tpa_TRINITY_DN130403_c0_g1_i1,Tms_TRINITY_DN27948_c0_g1_i1,Tdi_TRINITY_DN20010_c0_g1_i1,Tps_TRINITY_DN84723_c0_g1_i1,Tcm_TRINITY_DN104072_c0_g1_i1,Tte_TRINITY_DN27585_c0_g3_i1,Tbi_TRINITY_DN64237_c0_g1_i1,Tce_TRINITY_DN101014_c0_g1_i2
OG-2440,Tsi_TRINITY_DN29057_c0_g1_i1,Tge_TRINITY_DN11519_c0_g1_i1,Tpa_TRINITY_DN122025_c0_g1_i1,Tms_TRINITY_DN65697_c0_g1_i1,Tdi_TRINITY_DN7197_c0_g1_i1,Tps_TRINITY_DN88307_c0_g1_i2,Tcm_TRINITY_DN41404_c0_g1_i1,Tte_TRINITY_DN13716_c0_g2_i1,Tbi_TRINITY_DN39929_c0_g2_i1,Tce_TRINITY_DN76819_c0_g3_i1
OG-2441,Tsi_TRINITY_DN13289_c0_g1_i1,Tge_TRINITY_DN10264_c0_g1_i1,Tpa_TRINITY_DN132241_c0_g1_i1,Tms_TRINITY_DN11959_c0_g1_i1,Tdi_TRINITY_DN19507_c0_g1_i1,Tps_TRINITY_DN92862_c0_g2_i2,Tcm_TRINITY_DN97217_c0_g1_i1,Tte_TRINITY_DN29834_c10_g10_i1,Tbi_TRINITY_DN68217_c10_g1_i1,Tce_TRINITY_DN75946_c0_g1_i1
OG-2442,Tsi_TRINITY_DN20335_c0_g1_i1,Tge_TRINITY_DN29386_c0_g1_i1,Tpa_TRINITY_DN131524_c1_g1_i5,Tms_TRINITY_DN22214_c0_g1_i1,Tdi_TRINITY_DN20285_c0_g1_i2,Tps_TRINITY_DN79389_c0_g1_i1,Tcm_TRINITY_DN96880_c0_g1_i2,Tte_TRINITY_DN18742_c0_g1_i1,Tbi_TRINITY_DN69704_c3_g2_i2,Tce_TRINITY_DN98712_c0_g1_i1
OG-2443,Tsi_TRINITY_DN30568_c1_g1_i3,Tge_TRINITY_DN41369_c0_g1_i1,Tpa_TRINITY_DN123310_c0_g1_i1,Tms_TRINITY_DN58307_c0_g1_i1,Tdi_TRINITY_DN30972_c0_g1_i1,Tps_TRINITY_DN90249_c7_g1_i1,Tcm_TRINITY_DN93446_c0_g2_i1,Tte_TRINITY_DN31324_c0_g1_i1,Tbi_TRINITY_DN70502_c2_g1_i1,Tce_TRINITY_DN86590_c0_g1_i1
OG-2444,Tsi_TRINITY_DN20262_c0_g1_i1,Tge_TRINITY_DN47741_c2_g1_i1,Tpa_TRINITY_DN139027_c0_g2_i1,Tms_TRINITY_DN24756_c0_g1_i1,Tdi_TRINITY_DN32063_c4_g2_i1,Tps_TRINITY_DN95673_c2_g1_i3,Tcm_TRINITY_DN105560_c4_g1_i7,Tte_TRINITY_DN12652_c0_g1_i1,Tbi_TRINITY_DN68711_c0_g2_i1,Tce_TRINITY_DN105828_c3_g2_i5
OG-2445,Tsi_TRINITY_DN809_c0_g1_i1,Tge_TRINITY_DN39131_c0_g1_i1,Tpa_TRINITY_DN124545_c0_g8_i1,Tms_TRINITY_DN6224_c0_g2_i1,Tdi_TRINITY_DN39036_c0_g1_i1,Tps_TRINITY_DN81745_c0_g1_i1,Tcm_TRINITY_DN102859_c1_g1_i1,Tte_TRINITY_DN2963_c0_g2_i1,Tbi_TRINITY_DN34271_c0_g1_i1,Tce_TRINITY_DN95488_c0_g1_i2
OG-2446,Tsi_TRINITY_DN33443_c0_g1_i1,Tge_TRINITY_DN30780_c0_g1_i1,Tpa_TRINITY_DN126492_c0_g12_i1,Tms_TRINITY_DN72205_c0_g1_i1,Tdi_TRINITY_DN33571_c0_g1_i1,Tps_TRINITY_DN80645_c0_g1_i1,Tcm_TRINITY_DN94710_c0_g1_i1,Tte_TRINITY_DN23245_c0_g1_i1,Tbi_TRINITY_DN60731_c0_g1_i3,Tce_TRINITY_DN97807_c0_g1_i2
OG-2447,Tsi_TRINITY_DN14476_c0_g1_i1,Tge_TRINITY_DN20086_c0_g1_i1,Tpa_TRINITY_DN127960_c0_g1_i1,Tms_TRINITY_DN23527_c0_g1_i1,Tdi_TRINITY_DN30467_c0_g1_i1,Tps_TRINITY_DN53792_c0_g1_i1,Tcm_TRINITY_DN102216_c0_g1_i2,Tte_TRINITY_DN30701_c0_g1_i1,Tbi_TRINITY_DN54473_c0_g1_i1,Tce_TRINITY_DN92866_c1_g1_i1
OG-2448,Tsi_TRINITY_DN16288_c0_g2_i1,Tge_TRINITY_DN79870_c0_g1_i1,Tpa_TRINITY_DN120894_c0_g1_i1,Tms_TRINITY_DN22067_c0_g1_i1,Tdi_TRINITY_DN4595_c0_g2_i1,Tps_TRINITY_DN62659_c0_g1_i1,Tcm_TRINITY_DN92554_c0_g1_i1,Tte_TRINITY_DN66228_c0_g1_i1,Tbi_TRINITY_DN50977_c0_g1_i1,Tce_TRINITY_DN70219_c0_g1_i1
OG-2449,Tsi_TRINITY_DN22003_c0_g1_i1,Tge_TRINITY_DN43765_c0_g2_i1,Tpa_TRINITY_DN129768_c0_g1_i1,Tms_TRINITY_DN41971_c0_g1_i1,Tdi_TRINITY_DN27909_c1_g4_i3,Tps_TRINITY_DN89266_c0_g1_i1,Tcm_TRINITY_DN105764_c0_g1_i1,Tte_TRINITY_DN17936_c0_g1_i1,Tbi_TRINITY_DN43181_c0_g1_i1,Tce_TRINITY_DN105862_c2_g3_i2
OG-245,Tsi_TRINITY_DN31144_c13_g1_i9,Tge_TRINITY_DN42064_c0_g1_i3,Tpa_TRINITY_DN141326_c1_g2_i2,Tms_TRINITY_DN28015_c0_g1_i4,Tdi_TRINITY_DN31212_c0_g1_i4,Tps_TRINITY_DN93738_c2_g2_i7,Tcm_TRINITY_DN106362_c0_g2_i10,Tte_TRINITY_DN24360_c0_g1_i2,Tbi_TRINITY_DN67518_c0_g1_i3,Tce_TRINITY_DN105701_c4_g2_i1
OG-2450,Tsi_TRINITY_DN41294_c0_g1_i1,Tge_TRINITY_DN33574_c0_g1_i1,Tpa_TRINITY_DN124854_c0_g1_i1,Tms_TRINITY_DN28548_c0_g3_i1,Tdi_TRINITY_DN14751_c0_g1_i1,Tps_TRINITY_DN75883_c0_g1_i1,Tcm_TRINITY_DN93120_c0_g1_i1,Tte_TRINITY_DN4923_c0_g2_i1,Tbi_TRINITY_DN6406_c0_g1_i1,Tce_TRINITY_DN101075_c4_g1_i1
OG-2451,Tsi_TRINITY_DN13173_c0_g3_i1,Tge_TRINITY_DN47975_c0_g1_i2,Tpa_TRINITY_DN139358_c3_g1_i2,Tms_TRINITY_DN31241_c7_g2_i1,Tdi_TRINITY_DN26309_c0_g2_i1,Tps_TRINITY_DN95659_c1_g18_i2,Tcm_TRINITY_DN105579_c0_g3_i1,Tte_TRINITY_DN21680_c0_g2_i1,Tbi_TRINITY_DN46779_c1_g1_i2,Tce_TRINITY_DN106696_c3_g5_i1
OG-2452,Tsi_TRINITY_DN29383_c0_g1_i2,Tge_TRINITY_DN47726_c0_g2_i4,Tpa_TRINITY_DN124401_c0_g1_i3,Tms_TRINITY_DN27628_c0_g1_i2,Tdi_TRINITY_DN18959_c0_g1_i1,Tps_TRINITY_DN91200_c0_g1_i1,Tcm_TRINITY_DN101897_c0_g1_i10,Tte_TRINITY_DN29562_c1_g2_i1,Tbi_TRINITY_DN35234_c0_g2_i1,Tce_TRINITY_DN99319_c2_g1_i6
OG-2453,Tsi_TRINITY_DN31327_c6_g8_i2,Tge_TRINITY_DN45688_c0_g3_i2,Tpa_TRINITY_DN134881_c0_g6_i5,Tms_TRINITY_DN25599_c0_g1_i2,Tdi_TRINITY_DN12433_c0_g2_i1,Tps_TRINITY_DN91812_c0_g4_i2,Tcm_TRINITY_DN94341_c0_g1_i1,Tte_TRINITY_DN27441_c0_g1_i1,Tbi_TRINITY_DN67735_c1_g3_i1,Tce_TRINITY_DN92351_c0_g1_i1
OG-2454,Tsi_TRINITY_DN27289_c0_g2_i1,Tge_TRINITY_DN24481_c0_g1_i1,Tpa_TRINITY_DN129806_c0_g1_i3,Tms_TRINITY_DN3885_c0_g1_i1,Tdi_TRINITY_DN27235_c1_g1_i1,Tps_TRINITY_DN84492_c0_g1_i1,Tcm_TRINITY_DN105327_c0_g2_i1,Tte_TRINITY_DN49766_c0_g1_i1,Tbi_TRINITY_DN20452_c0_g1_i1,Tce_TRINITY_DN61666_c0_g1_i1
OG-2455,Tsi_TRINITY_DN2565_c0_g1_i1,Tge_TRINITY_DN41776_c0_g1_i1,Tpa_TRINITY_DN115001_c0_g1_i1,Tms_TRINITY_DN73384_c0_g1_i1,Tdi_TRINITY_DN26055_c0_g1_i1,Tps_TRINITY_DN78044_c0_g1_i1,Tcm_TRINITY_DN80348_c1_g1_i1,Tte_TRINITY_DN57327_c0_g1_i1,Tbi_TRINITY_DN62139_c0_g1_i1,Tce_TRINITY_DN92588_c0_g1_i2
OG-2456,Tsi_TRINITY_DN30699_c3_g1_i2,Tge_TRINITY_DN28567_c0_g1_i1,Tpa_TRINITY_DN135060_c3_g5_i1,Tms_TRINITY_DN30842_c3_g2_i1,Tdi_TRINITY_DN27526_c0_g1_i3,Tps_TRINITY_DN94427_c1_g1_i3,Tcm_TRINITY_DN107764_c9_g1_i2,Tte_TRINITY_DN26887_c0_g2_i1,Tbi_TRINITY_DN68274_c1_g1_i1,Tce_TRINITY_DN103307_c4_g1_i1
OG-2457,Tsi_TRINITY_DN16597_c0_g1_i2,Tge_TRINITY_DN32462_c0_g1_i2,Tpa_TRINITY_DN107610_c0_g1_i1,Tms_TRINITY_DN30364_c2_g1_i1,Tdi_TRINITY_DN66504_c0_g1_i1,Tps_TRINITY_DN83925_c0_g1_i1,Tcm_TRINITY_DN88052_c0_g2_i1,Tte_TRINITY_DN11640_c0_g2_i1,Tbi_TRINITY_DN57012_c0_g1_i1,Tce_TRINITY_DN84985_c0_g1_i1
OG-2458,Tsi_TRINITY_DN28034_c0_g1_i6,Tge_TRINITY_DN38013_c0_g1_i1,Tpa_TRINITY_DN121163_c0_g1_i2,Tms_TRINITY_DN7545_c0_g1_i1,Tdi_TRINITY_DN24269_c0_g1_i1,Tps_TRINITY_DN93520_c6_g9_i1,Tcm_TRINITY_DN67885_c0_g1_i1,Tte_TRINITY_DN25770_c1_g1_i2,Tbi_TRINITY_DN34315_c0_g1_i1,Tce_TRINITY_DN105925_c2_g1_i1
OG-2459,Tsi_TRINITY_DN52741_c0_g1_i1,Tge_TRINITY_DN72386_c0_g1_i1,Tpa_TRINITY_DN112229_c0_g1_i1,Tms_TRINITY_DN31773_c5_g1_i1,Tdi_TRINITY_DN62034_c0_g1_i1,Tps_TRINITY_DN78918_c0_g1_i1,Tcm_TRINITY_DN68523_c0_g1_i1,Tte_TRINITY_DN63907_c0_g1_i1,Tbi_TRINITY_DN1478_c0_g1_i1,Tce_TRINITY_DN62566_c0_g4_i1
OG-246,Tsi_TRINITY_DN20080_c0_g1_i1,Tge_TRINITY_DN42761_c1_g1_i1,Tpa_TRINITY_DN137334_c0_g1_i1,Tms_TRINITY_DN15221_c0_g1_i1,Tdi_TRINITY_DN26718_c0_g1_i1,Tps_TRINITY_DN94453_c0_g1_i1,Tcm_TRINITY_DN106097_c0_g1_i2,Tte_TRINITY_DN21525_c0_g2_i1,Tbi_TRINITY_DN67567_c2_g1_i1,Tce_TRINITY_DN103206_c0_g1_i1
OG-2460,Tsi_TRINITY_DN52622_c0_g1_i1,Tge_TRINITY_DN61619_c0_g1_i1,Tpa_TRINITY_DN119399_c0_g1_i1,Tms_TRINITY_DN63216_c0_g1_i1,Tdi_TRINITY_DN35135_c0_g1_i1,Tps_TRINITY_DN62386_c0_g1_i1,Tcm_TRINITY_DN55640_c0_g1_i1,Tte_TRINITY_DN30424_c0_g1_i1,Tbi_TRINITY_DN48920_c0_g1_i1,Tce_TRINITY_DN70672_c0_g1_i1
OG-2461,Tsi_TRINITY_DN61018_c0_g1_i1,Tge_TRINITY_DN613_c0_g1_i1,Tpa_TRINITY_DN128112_c0_g1_i1,Tms_TRINITY_DN31707_c6_g1_i1,Tdi_TRINITY_DN2135_c0_g2_i1,Tps_TRINITY_DN88114_c0_g1_i1,Tcm_TRINITY_DN101969_c0_g1_i1,Tte_TRINITY_DN27271_c0_g3_i1,Tbi_TRINITY_DN68963_c4_g2_i1,Tce_TRINITY_DN103357_c0_g1_i2
OG-2462,Tsi_TRINITY_DN20491_c0_g1_i1,Tge_TRINITY_DN45810_c0_g1_i2,Tpa_TRINITY_DN132433_c0_g5_i1,Tms_TRINITY_DN73321_c0_g1_i1,Tdi_TRINITY_DN9214_c0_g1_i1,Tps_TRINITY_DN83530_c0_g1_i1,Tcm_TRINITY_DN90774_c0_g1_i2,Tte_TRINITY_DN66401_c0_g1_i1,Tbi_TRINITY_DN62127_c0_g2_i2,Tce_TRINITY_DN84360_c0_g1_i1
OG-2463,Tsi_TRINITY_DN32033_c17_g14_i1,Tge_TRINITY_DN38175_c0_g1_i1,Tpa_TRINITY_DN122432_c0_g1_i2,Tms_TRINITY_DN26063_c0_g1_i5,Tdi_TRINITY_DN24853_c0_g1_i1,Tps_TRINITY_DN79039_c0_g1_i1,Tcm_TRINITY_DN89727_c0_g1_i1,Tte_TRINITY_DN1785_c0_g2_i1,Tbi_TRINITY_DN59150_c0_g1_i1,Tce_TRINITY_DN75322_c1_g2_i2
OG-2464,Tsi_TRINITY_DN28522_c5_g2_i1,Tge_TRINITY_DN42825_c0_g1_i1,Tpa_TRINITY_DN125959_c1_g1_i2,Tms_TRINITY_DN27551_c0_g1_i1,Tdi_TRINITY_DN24429_c1_g1_i1,Tps_TRINITY_DN84804_c0_g1_i2,Tcm_TRINITY_DN106937_c3_g1_i1,Tte_TRINITY_DN29888_c5_g1_i1,Tbi_TRINITY_DN71906_c9_g14_i1,Tce_TRINITY_DN98435_c10_g3_i2
OG-2465,Tsi_TRINITY_DN42221_c0_g1_i1,Tge_TRINITY_DN34602_c0_g1_i1,Tpa_TRINITY_DN109838_c0_g1_i1,Tms_TRINITY_DN31162_c11_g6_i1,Tdi_TRINITY_DN43383_c0_g1_i1,Tps_TRINITY_DN64294_c0_g1_i1,Tcm_TRINITY_DN74654_c0_g1_i2,Tte_TRINITY_DN43102_c0_g1_i1,Tbi_TRINITY_DN65351_c1_g1_i1,Tce_TRINITY_DN105436_c3_g3_i2
OG-2466,Tsi_TRINITY_DN59814_c0_g1_i1,Tge_TRINITY_DN34118_c0_g1_i1,Tpa_TRINITY_DN127769_c0_g3_i1,Tms_TRINITY_DN71607_c0_g1_i1,Tdi_TRINITY_DN32580_c0_g1_i1,Tps_TRINITY_DN84863_c0_g1_i1,Tcm_TRINITY_DN91528_c0_g1_i1,Tte_TRINITY_DN8363_c0_g1_i1,Tbi_TRINITY_DN58544_c0_g1_i1,Tce_TRINITY_DN87270_c0_g1_i1
OG-2467,Tsi_TRINITY_DN18558_c0_g1_i1,Tge_TRINITY_DN37653_c0_g1_i2,Tpa_TRINITY_DN137761_c0_g2_i1,Tms_TRINITY_DN27700_c0_g2_i1,Tdi_TRINITY_DN14894_c0_g1_i1,Tps_TRINITY_DN91190_c0_g1_i2,Tcm_TRINITY_DN97430_c0_g1_i1,Tte_TRINITY_DN19743_c0_g3_i1,Tbi_TRINITY_DN35979_c1_g2_i1,Tce_TRINITY_DN99702_c0_g1_i1
OG-2468,Tsi_TRINITY_DN54391_c0_g1_i1,Tge_TRINITY_DN24894_c0_g1_i1,Tpa_TRINITY_DN98337_c0_g1_i1,Tms_TRINITY_DN34359_c0_g1_i1,Tdi_TRINITY_DN45981_c0_g1_i1,Tps_TRINITY_DN43722_c0_g1_i1,Tcm_TRINITY_DN55354_c0_g1_i1,Tte_TRINITY_DN64579_c0_g1_i1,Tbi_TRINITY_DN6086_c0_g1_i1,Tce_TRINITY_DN90050_c0_g1_i1
OG-2469,Tsi_TRINITY_DN28088_c0_g1_i4,Tge_TRINITY_DN35908_c0_g1_i1,Tpa_TRINITY_DN133182_c0_g1_i1,Tms_TRINITY_DN1644_c0_g2_i1,Tdi_TRINITY_DN20990_c0_g1_i1,Tps_TRINITY_DN82485_c0_g1_i1,Tcm_TRINITY_DN97489_c6_g1_i1,Tte_TRINITY_DN13775_c0_g1_i2,Tbi_TRINITY_DN65854_c1_g1_i1,Tce_TRINITY_DN86453_c0_g1_i2
OG-247,Tsi_TRINITY_DN640_c0_g1_i1,Tge_TRINITY_DN38375_c0_g1_i1,Tpa_TRINITY_DN133837_c0_g1_i1,Tms_TRINITY_DN9659_c0_g1_i1,Tdi_TRINITY_DN14474_c0_g2_i1,Tps_TRINITY_DN92657_c0_g1_i1,Tcm_TRINITY_DN93920_c1_g1_i1,Tte_TRINITY_DN49127_c0_g1_i1,Tbi_TRINITY_DN56714_c0_g1_i1,Tce_TRINITY_DN99015_c1_g1_i1
