Match_col,Tps,Tdi
RBBH-4216,Tps_TRINITY_DN81083_c0_g1_i1,Tdi_TRINITY_DN54468_c0_g1_i1
RBBH-4217,Tps_TRINITY_DN92419_c0_g1_i4,Tdi_TRINITY_DN31073_c0_g4_i1
RBBH-4218,Tps_TRINITY_DN78614_c0_g2_i1,Tdi_TRINITY_DN31643_c1_g1_i1
RBBH-4219,Tps_TRINITY_DN83925_c0_g1_i1,Tdi_TRINITY_DN66504_c0_g1_i1
RBBH-422,Tps_TRINITY_DN95225_c0_g1_i1,Tdi_TRINITY_DN32149_c0_g1_i2
RBBH-4220,Tps_TRINITY_DN61188_c0_g1_i1,Tdi_TRINITY_DN45324_c0_g1_i1
RBBH-4221,Tps_TRINITY_DN92196_c1_g3_i1,Tdi_TRINITY_DN22837_c0_g2_i1
RBBH-4222,Tps_TRINITY_DN93222_c6_g1_i2,Tdi_TRINITY_DN20722_c1_g1_i1
RBBH-4223,Tps_TRINITY_DN77323_c0_g1_i1,Tdi_TRINITY_DN55941_c0_g1_i1
RBBH-4225,Tps_TRINITY_DN87643_c7_g7_i2,Tdi_TRINITY_DN31211_c1_g12_i1
RBBH-4226,Tps_TRINITY_DN82350_c0_g1_i1,Tdi_TRINITY_DN2306_c0_g1_i1
RBBH-4227,Tps_TRINITY_DN68999_c0_g1_i1,Tdi_TRINITY_DN53194_c0_g1_i1
RBBH-4228,Tps_TRINITY_DN56746_c0_g1_i1,Tdi_TRINITY_DN53627_c0_g1_i1
RBBH-423,Tps_TRINITY_DN90130_c0_g2_i1,Tdi_TRINITY_DN30498_c0_g1_i1
RBBH-4230,Tps_TRINITY_DN28795_c0_g1_i1,Tdi_TRINITY_DN23427_c0_g2_i1
RBBH-4231,Tps_TRINITY_DN91929_c0_g2_i1,Tdi_TRINITY_DN31070_c0_g1_i3
RBBH-4232,Tps_TRINITY_DN54022_c0_g1_i1,Tdi_TRINITY_DN1415_c0_g2_i1
RBBH-4233,Tps_TRINITY_DN90840_c0_g2_i2,Tdi_TRINITY_DN31482_c5_g8_i2
RBBH-4234,Tps_TRINITY_DN91937_c0_g1_i1,Tdi_TRINITY_DN29084_c0_g3_i1
RBBH-4235,Tps_TRINITY_DN86148_c0_g1_i2,Tdi_TRINITY_DN45263_c0_g1_i1
RBBH-4236,Tps_TRINITY_DN27488_c0_g2_i1,Tdi_TRINITY_DN28301_c0_g1_i1
RBBH-4237,Tps_TRINITY_DN29552_c0_g1_i1,Tdi_TRINITY_DN3961_c0_g1_i1
RBBH-4238,Tps_TRINITY_DN87246_c0_g2_i1,Tdi_TRINITY_DN7292_c0_g1_i1
RBBH-4239,Tps_TRINITY_DN68892_c0_g1_i1,Tdi_TRINITY_DN12791_c0_g1_i1
RBBH-4240,Tps_TRINITY_DN69343_c0_g1_i1,Tdi_TRINITY_DN34855_c0_g1_i1
RBBH-4241,Tps_TRINITY_DN85961_c0_g1_i1,Tdi_TRINITY_DN14256_c0_g1_i1
RBBH-4242,Tps_TRINITY_DN75409_c0_g1_i1,Tdi_TRINITY_DN26853_c0_g1_i1
RBBH-4243,Tps_TRINITY_DN65070_c0_g1_i1,Tdi_TRINITY_DN5570_c0_g1_i1
RBBH-4244,Tps_TRINITY_DN84688_c1_g1_i1,Tdi_TRINITY_DN29261_c0_g1_i1
RBBH-4245,Tps_TRINITY_DN82705_c0_g1_i1,Tdi_TRINITY_DN62486_c0_g1_i1
RBBH-4246,Tps_TRINITY_DN73959_c0_g1_i1,Tdi_TRINITY_DN20733_c0_g3_i1
RBBH-4247,Tps_TRINITY_DN64735_c0_g1_i1,Tdi_TRINITY_DN5333_c0_g1_i1
RBBH-4248,Tps_TRINITY_DN84979_c0_g1_i1,Tdi_TRINITY_DN598_c0_g1_i1
RBBH-4249,Tps_TRINITY_DN94269_c0_g2_i1,Tdi_TRINITY_DN27223_c2_g1_i1
RBBH-4250,Tps_TRINITY_DN80216_c0_g1_i1,Tdi_TRINITY_DN61845_c0_g1_i1
RBBH-4251,Tps_TRINITY_DN87123_c0_g1_i2,Tdi_TRINITY_DN28175_c0_g1_i1
RBBH-4252,Tps_TRINITY_DN86712_c0_g1_i1,Tdi_TRINITY_DN40457_c0_g1_i1
RBBH-4253,Tps_TRINITY_DN94712_c0_g1_i2,Tdi_TRINITY_DN20386_c0_g2_i2
RBBH-4254,Tps_TRINITY_DN80571_c0_g5_i1,Tdi_TRINITY_DN45231_c0_g1_i1
RBBH-4255,Tps_TRINITY_DN76069_c0_g1_i1,Tdi_TRINITY_DN49277_c0_g1_i1
RBBH-4256,Tps_TRINITY_DN90088_c3_g1_i4,Tdi_TRINITY_DN32216_c4_g5_i1
RBBH-4257,Tps_TRINITY_DN88244_c0_g2_i2,Tdi_TRINITY_DN16102_c0_g1_i1
RBBH-4258,Tps_TRINITY_DN69184_c0_g1_i1,Tdi_TRINITY_DN30457_c0_g1_i1
RBBH-4259,Tps_TRINITY_DN85801_c0_g1_i2,Tdi_TRINITY_DN31263_c1_g5_i1
RBBH-426,Tps_TRINITY_DN94266_c0_g1_i1,Tdi_TRINITY_DN18989_c0_g1_i2
RBBH-4260,Tps_TRINITY_DN91265_c3_g6_i2,Tdi_TRINITY_DN60869_c0_g1_i1
RBBH-4261,Tps_TRINITY_DN61245_c0_g2_i1,Tdi_TRINITY_DN47016_c0_g1_i1
RBBH-4262,Tps_TRINITY_DN89611_c0_g1_i1,Tdi_TRINITY_DN28677_c0_g1_i1
RBBH-4263,Tps_TRINITY_DN95004_c0_g1_i4,Tdi_TRINITY_DN33058_c0_g1_i1
RBBH-4264,Tps_TRINITY_DN88623_c3_g5_i2,Tdi_TRINITY_DN31926_c4_g3_i1
RBBH-4265,Tps_TRINITY_DN95275_c0_g1_i2,Tdi_TRINITY_DN27533_c2_g1_i1
RBBH-4266,Tps_TRINITY_DN90210_c3_g1_i1,Tdi_TRINITY_DN28544_c0_g1_i1
RBBH-4267,Tps_TRINITY_DN94936_c1_g1_i2,Tdi_TRINITY_DN33014_c0_g1_i1
RBBH-4269,Tps_TRINITY_DN72614_c0_g1_i1,Tdi_TRINITY_DN15558_c0_g1_i1
RBBH-427,Tps_TRINITY_DN81267_c0_g1_i1,Tdi_TRINITY_DN30430_c0_g1_i2
RBBH-4270,Tps_TRINITY_DN86982_c0_g1_i1,Tdi_TRINITY_DN30244_c0_g1_i1
RBBH-4271,Tps_TRINITY_DN44749_c0_g2_i1,Tdi_TRINITY_DN21201_c0_g1_i1
RBBH-4272,Tps_TRINITY_DN92951_c0_g2_i3,Tdi_TRINITY_DN5618_c0_g1_i1
RBBH-4273,Tps_TRINITY_DN79629_c0_g1_i1,Tdi_TRINITY_DN64802_c0_g1_i1
RBBH-4274,Tps_TRINITY_DN93862_c3_g1_i1,Tdi_TRINITY_DN7298_c0_g1_i1
RBBH-4275,Tps_TRINITY_DN95359_c0_g1_i1,Tdi_TRINITY_DN24395_c0_g1_i2
RBBH-4276,Tps_TRINITY_DN81475_c0_g1_i1,Tdi_TRINITY_DN10192_c1_g2_i1
RBBH-4279,Tps_TRINITY_DN69353_c0_g1_i2,Tdi_TRINITY_DN24467_c0_g1_i1
RBBH-428,Tps_TRINITY_DN85876_c0_g1_i1,Tdi_TRINITY_DN1312_c0_g1_i1
RBBH-4280,Tps_TRINITY_DN95883_c2_g1_i2,Tdi_TRINITY_DN19939_c0_g1_i1
RBBH-4281,Tps_TRINITY_DN95457_c0_g1_i5,Tdi_TRINITY_DN32142_c0_g3_i4
RBBH-4282,Tps_TRINITY_DN83314_c6_g2_i2,Tdi_TRINITY_DN14644_c0_g1_i1
RBBH-4283,Tps_TRINITY_DN91355_c0_g2_i2,Tdi_TRINITY_DN14951_c0_g2_i1
RBBH-4284,Tps_TRINITY_DN86718_c0_g2_i1,Tdi_TRINITY_DN29634_c0_g1_i1
RBBH-4285,Tps_TRINITY_DN73197_c0_g1_i1,Tdi_TRINITY_DN1278_c0_g2_i1
RBBH-4286,Tps_TRINITY_DN93162_c2_g1_i1,Tdi_TRINITY_DN31593_c1_g1_i1
RBBH-4287,Tps_TRINITY_DN80301_c0_g1_i1,Tdi_TRINITY_DN28111_c0_g1_i1
RBBH-4288,Tps_TRINITY_DN92683_c4_g1_i1,Tdi_TRINITY_DN1297_c0_g1_i1
RBBH-4289,Tps_TRINITY_DN91791_c0_g1_i1,Tdi_TRINITY_DN28126_c0_g3_i1
RBBH-429,Tps_TRINITY_DN85992_c0_g2_i1,Tdi_TRINITY_DN29972_c2_g1_i1
RBBH-4290,Tps_TRINITY_DN86317_c0_g2_i1,Tdi_TRINITY_DN26433_c0_g1_i2
RBBH-4291,Tps_TRINITY_DN91888_c0_g1_i1,Tdi_TRINITY_DN67168_c1_g1_i1
RBBH-4292,Tps_TRINITY_DN77175_c0_g1_i2,Tdi_TRINITY_DN18682_c0_g1_i1
RBBH-4293,Tps_TRINITY_DN36331_c0_g1_i1,Tdi_TRINITY_DN1005_c0_g1_i1
RBBH-4294,Tps_TRINITY_DN62289_c0_g1_i1,Tdi_TRINITY_DN34370_c0_g1_i1
RBBH-4295,Tps_TRINITY_DN90446_c0_g1_i1,Tdi_TRINITY_DN2798_c0_g1_i1
RBBH-4296,Tps_TRINITY_DN91596_c4_g1_i1,Tdi_TRINITY_DN31655_c0_g3_i3
RBBH-4297,Tps_TRINITY_DN75562_c0_g1_i3,Tdi_TRINITY_DN3282_c0_g1_i1
RBBH-4298,Tps_TRINITY_DN85905_c0_g2_i2,Tdi_TRINITY_DN17997_c0_g1_i1
RBBH-4299,Tps_TRINITY_DN83554_c1_g1_i1,Tdi_TRINITY_DN30428_c0_g2_i1
RBBH-43,Tps_TRINITY_DN89216_c0_g2_i1,Tdi_TRINITY_DN32092_c2_g3_i1
RBBH-430,Tps_TRINITY_DN87442_c1_g1_i1,Tdi_TRINITY_DN30357_c0_g1_i2
RBBH-4300,Tps_TRINITY_DN74823_c1_g1_i2,Tdi_TRINITY_DN70622_c0_g1_i1
RBBH-4301,Tps_TRINITY_DN92540_c1_g1_i9,Tdi_TRINITY_DN28053_c0_g1_i2
RBBH-4304,Tps_TRINITY_DN95611_c1_g1_i2,Tdi_TRINITY_DN32214_c0_g6_i1
RBBH-4305,Tps_TRINITY_DN82512_c0_g2_i1,Tdi_TRINITY_DN54552_c0_g1_i1
RBBH-4306,Tps_TRINITY_DN84975_c0_g1_i1,Tdi_TRINITY_DN29503_c1_g2_i1
RBBH-4307,Tps_TRINITY_DN83840_c0_g1_i1,Tdi_TRINITY_DN30943_c0_g2_i1
RBBH-4308,Tps_TRINITY_DN116060_c0_g1_i1,Tdi_TRINITY_DN63604_c0_g1_i1
RBBH-4309,Tps_TRINITY_DN78384_c0_g1_i1,Tdi_TRINITY_DN24760_c1_g2_i1
RBBH-431,Tps_TRINITY_DN90979_c0_g1_i3,Tdi_TRINITY_DN24205_c0_g1_i1
RBBH-4310,Tps_TRINITY_DN89675_c0_g1_i3,Tdi_TRINITY_DN59362_c0_g1_i1
RBBH-4312,Tps_TRINITY_DN35890_c0_g1_i1,Tdi_TRINITY_DN61198_c0_g1_i1
RBBH-4313,Tps_TRINITY_DN94694_c0_g1_i6,Tdi_TRINITY_DN28257_c0_g2_i6
RBBH-4314,Tps_TRINITY_DN35215_c0_g3_i1,Tdi_TRINITY_DN11280_c0_g1_i1
RBBH-4315,Tps_TRINITY_DN77819_c0_g1_i1,Tdi_TRINITY_DN31813_c2_g1_i1
RBBH-4317,Tps_TRINITY_DN93399_c0_g1_i1,Tdi_TRINITY_DN15528_c0_g1_i1
RBBH-4318,Tps_TRINITY_DN86518_c7_g4_i2,Tdi_TRINITY_DN29541_c0_g1_i1
RBBH-4319,Tps_TRINITY_DN95134_c1_g1_i1,Tdi_TRINITY_DN28711_c0_g1_i4
RBBH-432,Tps_TRINITY_DN82375_c0_g1_i1,Tdi_TRINITY_DN20115_c0_g2_i1
RBBH-4320,Tps_TRINITY_DN68300_c0_g2_i1,Tdi_TRINITY_DN24077_c0_g1_i1
RBBH-4321,Tps_TRINITY_DN82682_c0_g1_i1,Tdi_TRINITY_DN5546_c0_g2_i1
RBBH-4322,Tps_TRINITY_DN91912_c6_g1_i2,Tdi_TRINITY_DN27801_c0_g1_i1
RBBH-4323,Tps_TRINITY_DN92660_c2_g1_i1,Tdi_TRINITY_DN24602_c0_g1_i1
RBBH-4324,Tps_TRINITY_DN83096_c3_g1_i2,Tdi_TRINITY_DN60659_c0_g1_i1
RBBH-4325,Tps_TRINITY_DN78060_c0_g1_i1,Tdi_TRINITY_DN19451_c0_g1_i1
RBBH-4326,Tps_TRINITY_DN87984_c2_g1_i1,Tdi_TRINITY_DN20236_c0_g1_i1
RBBH-4327,Tps_TRINITY_DN90086_c4_g6_i1,Tdi_TRINITY_DN32213_c6_g3_i3
RBBH-4328,Tps_TRINITY_DN92544_c5_g1_i1,Tdi_TRINITY_DN25644_c0_g1_i2
RBBH-4329,Tps_TRINITY_DN86708_c0_g1_i2,Tdi_TRINITY_DN47034_c0_g1_i1
RBBH-433,Tps_TRINITY_DN71188_c0_g1_i1,Tdi_TRINITY_DN47948_c0_g1_i1
RBBH-4330,Tps_TRINITY_DN60743_c0_g1_i1,Tdi_TRINITY_DN46911_c0_g1_i1
RBBH-4331,Tps_TRINITY_DN93698_c0_g1_i1,Tdi_TRINITY_DN168_c0_g1_i1
RBBH-4332,Tps_TRINITY_DN82567_c1_g1_i1,Tdi_TRINITY_DN24469_c0_g1_i1
RBBH-4333,Tps_TRINITY_DN33862_c0_g1_i1,Tdi_TRINITY_DN7558_c0_g1_i1
RBBH-4334,Tps_TRINITY_DN75064_c0_g1_i1,Tdi_TRINITY_DN56667_c0_g1_i1
RBBH-4335,Tps_TRINITY_DN69746_c0_g1_i1,Tdi_TRINITY_DN7846_c0_g1_i1
RBBH-4336,Tps_TRINITY_DN93958_c0_g1_i2,Tdi_TRINITY_DN45777_c0_g1_i1
RBBH-4337,Tps_TRINITY_DN70340_c0_g1_i1,Tdi_TRINITY_DN57385_c0_g1_i1
RBBH-4338,Tps_TRINITY_DN73664_c0_g1_i1,Tdi_TRINITY_DN23829_c1_g1_i1
RBBH-4339,Tps_TRINITY_DN69705_c0_g1_i4,Tdi_TRINITY_DN52622_c0_g1_i1
RBBH-434,Tps_TRINITY_DN44955_c0_g1_i1,Tdi_TRINITY_DN45304_c0_g1_i1
RBBH-4340,Tps_TRINITY_DN77654_c0_g1_i1,Tdi_TRINITY_DN52468_c0_g1_i1
RBBH-4341,Tps_TRINITY_DN89130_c0_g1_i1,Tdi_TRINITY_DN31561_c3_g2_i2
RBBH-4342,Tps_TRINITY_DN87562_c1_g2_i1,Tdi_TRINITY_DN30725_c0_g1_i1
RBBH-4344,Tps_TRINITY_DN93098_c0_g2_i1,Tdi_TRINITY_DN31752_c4_g1_i1
RBBH-4345,Tps_TRINITY_DN40724_c0_g1_i1,Tdi_TRINITY_DN25791_c0_g1_i1
RBBH-4346,Tps_TRINITY_DN95573_c0_g2_i1,Tdi_TRINITY_DN14568_c0_g1_i1
RBBH-4347,Tps_TRINITY_DN87626_c0_g1_i2,Tdi_TRINITY_DN26386_c0_g1_i2
RBBH-4348,Tps_TRINITY_DN87911_c0_g1_i3,Tdi_TRINITY_DN16345_c0_g2_i2
RBBH-4349,Tps_TRINITY_DN66775_c0_g1_i1,Tdi_TRINITY_DN54599_c0_g1_i1
RBBH-435,Tps_TRINITY_DN78752_c0_g1_i1,Tdi_TRINITY_DN49052_c0_g1_i1
RBBH-4350,Tps_TRINITY_DN27090_c0_g1_i1,Tdi_TRINITY_DN45844_c0_g1_i1
RBBH-4352,Tps_TRINITY_DN91016_c0_g1_i4,Tdi_TRINITY_DN27722_c0_g2_i1
RBBH-4353,Tps_TRINITY_DN8271_c0_g1_i1,Tdi_TRINITY_DN65753_c0_g1_i1
RBBH-4354,Tps_TRINITY_DN92387_c2_g2_i1,Tdi_TRINITY_DN30737_c11_g7_i1
RBBH-4355,Tps_TRINITY_DN85903_c0_g1_i1,Tdi_TRINITY_DN27498_c0_g3_i1
RBBH-4356,Tps_TRINITY_DN84564_c0_g1_i3,Tdi_TRINITY_DN54177_c0_g1_i1
RBBH-4357,Tps_TRINITY_DN53704_c0_g1_i1,Tdi_TRINITY_DN8018_c0_g2_i1
RBBH-4358,Tps_TRINITY_DN85895_c0_g1_i1,Tdi_TRINITY_DN25370_c0_g1_i1
RBBH-4359,Tps_TRINITY_DN71080_c0_g1_i1,Tdi_TRINITY_DN67271_c0_g1_i1
RBBH-436,Tps_TRINITY_DN93948_c0_g1_i3,Tdi_TRINITY_DN31684_c0_g1_i2
RBBH-4360,Tps_TRINITY_DN77084_c0_g2_i1,Tdi_TRINITY_DN24812_c0_g1_i1
RBBH-4362,Tps_TRINITY_DN77164_c0_g1_i1,Tdi_TRINITY_DN37455_c0_g1_i1
RBBH-4363,Tps_TRINITY_DN73892_c1_g1_i1,Tdi_TRINITY_DN28130_c0_g1_i1
RBBH-4364,Tps_TRINITY_DN87426_c0_g1_i2,Tdi_TRINITY_DN29853_c4_g1_i1
RBBH-4365,Tps_TRINITY_DN68137_c0_g1_i1,Tdi_TRINITY_DN54055_c0_g1_i1
RBBH-4367,Tps_TRINITY_DN66830_c0_g1_i1,Tdi_TRINITY_DN52961_c0_g1_i1
RBBH-4368,Tps_TRINITY_DN62459_c0_g1_i1,Tdi_TRINITY_DN16616_c0_g1_i1
RBBH-437,Tps_TRINITY_DN67030_c0_g1_i1,Tdi_TRINITY_DN66606_c0_g1_i1
RBBH-4370,Tps_TRINITY_DN2699_c0_g1_i1,Tdi_TRINITY_DN33517_c0_g1_i1
RBBH-4371,Tps_TRINITY_DN89778_c0_g1_i1,Tdi_TRINITY_DN4786_c0_g1_i1
RBBH-4372,Tps_TRINITY_DN60097_c0_g1_i1,Tdi_TRINITY_DN21723_c0_g1_i1
RBBH-4373,Tps_TRINITY_DN78417_c0_g1_i1,Tdi_TRINITY_DN20860_c0_g1_i1
RBBH-4374,Tps_TRINITY_DN81957_c0_g1_i1,Tdi_TRINITY_DN12092_c0_g1_i1
RBBH-4375,Tps_TRINITY_DN87360_c0_g1_i1,Tdi_TRINITY_DN31186_c0_g1_i4
RBBH-4376,Tps_TRINITY_DN89251_c0_g1_i1,Tdi_TRINITY_DN17956_c0_g1_i1
RBBH-4378,Tps_TRINITY_DN80283_c0_g1_i2,Tdi_TRINITY_DN17822_c0_g4_i1
RBBH-4379,Tps_TRINITY_DN82538_c0_g1_i1,Tdi_TRINITY_DN3194_c0_g1_i1
RBBH-438,Tps_TRINITY_DN89416_c1_g1_i2,Tdi_TRINITY_DN60723_c0_g1_i1
RBBH-4380,Tps_TRINITY_DN94417_c3_g1_i1,Tdi_TRINITY_DN32006_c6_g5_i1
RBBH-4381,Tps_TRINITY_DN67046_c0_g1_i2,Tdi_TRINITY_DN9847_c0_g2_i1
RBBH-4382,Tps_TRINITY_DN93488_c0_g9_i1,Tdi_TRINITY_DN31476_c0_g1_i2
RBBH-4383,Tps_TRINITY_DN91873_c0_g1_i2,Tdi_TRINITY_DN40605_c0_g1_i1
RBBH-4384,Tps_TRINITY_DN84577_c0_g1_i2,Tdi_TRINITY_DN42056_c0_g1_i1
RBBH-4385,Tps_TRINITY_DN77484_c0_g1_i1,Tdi_TRINITY_DN32424_c0_g1_i1
RBBH-4386,Tps_TRINITY_DN32622_c0_g1_i1,Tdi_TRINITY_DN21120_c0_g1_i1
RBBH-4387,Tps_TRINITY_DN76215_c0_g1_i1,Tdi_TRINITY_DN4035_c0_g1_i1
RBBH-4388,Tps_TRINITY_DN67502_c0_g1_i1,Tdi_TRINITY_DN14190_c0_g1_i1
RBBH-4389,Tps_TRINITY_DN81005_c0_g1_i1,Tdi_TRINITY_DN23154_c0_g1_i1
RBBH-439,Tps_TRINITY_DN92299_c3_g8_i2,Tdi_TRINITY_DN6069_c0_g1_i1
RBBH-4390,Tps_TRINITY_DN52956_c0_g1_i1,Tdi_TRINITY_DN65174_c0_g1_i1
RBBH-4391,Tps_TRINITY_DN12155_c0_g2_i1,Tdi_TRINITY_DN4330_c0_g2_i1
RBBH-4392,Tps_TRINITY_DN79119_c0_g1_i2,Tdi_TRINITY_DN17799_c0_g1_i1
RBBH-4393,Tps_TRINITY_DN90646_c7_g3_i1,Tdi_TRINITY_DN20642_c0_g1_i1
RBBH-4394,Tps_TRINITY_DN111016_c0_g1_i1,Tdi_TRINITY_DN24065_c0_g1_i1
RBBH-4395,Tps_TRINITY_DN83928_c2_g1_i1,Tdi_TRINITY_DN24885_c0_g1_i1
RBBH-4396,Tps_TRINITY_DN30256_c0_g1_i1,Tdi_TRINITY_DN12327_c0_g1_i1
RBBH-4397,Tps_TRINITY_DN90957_c2_g1_i1,Tdi_TRINITY_DN6193_c0_g1_i1
RBBH-4398,Tps_TRINITY_DN89222_c0_g1_i1,Tdi_TRINITY_DN24003_c0_g1_i1
RBBH-4399,Tps_TRINITY_DN76625_c0_g1_i1,Tdi_TRINITY_DN5914_c0_g1_i1
RBBH-44,Tps_TRINITY_DN74200_c0_g2_i1,Tdi_TRINITY_DN5989_c0_g2_i1
RBBH-440,Tps_TRINITY_DN79009_c0_g1_i1,Tdi_TRINITY_DN28434_c1_g1_i1
RBBH-4402,Tps_TRINITY_DN89879_c1_g1_i1,Tdi_TRINITY_DN14423_c0_g1_i1
RBBH-4403,Tps_TRINITY_DN93267_c2_g1_i1,Tdi_TRINITY_DN5755_c0_g1_i1
RBBH-4404,Tps_TRINITY_DN72009_c2_g1_i1,Tdi_TRINITY_DN25586_c0_g2_i1
RBBH-4406,Tps_TRINITY_DN86366_c0_g1_i1,Tdi_TRINITY_DN30403_c12_g1_i1
RBBH-4407,Tps_TRINITY_DN77588_c0_g1_i1,Tdi_TRINITY_DN39065_c0_g1_i1
RBBH-4408,Tps_TRINITY_DN84322_c0_g1_i2,Tdi_TRINITY_DN52590_c0_g1_i1
RBBH-4409,Tps_TRINITY_DN64293_c0_g1_i1,Tdi_TRINITY_DN30897_c1_g2_i1
RBBH-4410,Tps_TRINITY_DN81761_c0_g1_i1,Tdi_TRINITY_DN975_c0_g1_i1
RBBH-4411,Tps_TRINITY_DN88196_c0_g1_i5,Tdi_TRINITY_DN17958_c0_g1_i1
RBBH-4412,Tps_TRINITY_DN93318_c0_g1_i1,Tdi_TRINITY_DN2438_c0_g1_i1
RBBH-4413,Tps_TRINITY_DN85950_c0_g1_i2,Tdi_TRINITY_DN27558_c0_g1_i2
RBBH-4414,Tps_TRINITY_DN73415_c0_g1_i1,Tdi_TRINITY_DN48849_c0_g2_i1
RBBH-4415,Tps_TRINITY_DN92091_c14_g1_i1,Tdi_TRINITY_DN31545_c5_g1_i1
RBBH-4416,Tps_TRINITY_DN93251_c1_g3_i1,Tdi_TRINITY_DN29455_c2_g1_i1
RBBH-4417,Tps_TRINITY_DN76176_c0_g4_i1,Tdi_TRINITY_DN29520_c0_g1_i1
RBBH-4418,Tps_TRINITY_DN77772_c0_g1_i1,Tdi_TRINITY_DN60483_c0_g1_i1
RBBH-4419,Tps_TRINITY_DN88490_c2_g1_i1,Tdi_TRINITY_DN3807_c0_g1_i1
RBBH-442,Tps_TRINITY_DN89154_c7_g1_i4,Tdi_TRINITY_DN24714_c0_g1_i1
RBBH-4420,Tps_TRINITY_DN88798_c0_g1_i1,Tdi_TRINITY_DN31608_c0_g1_i2
RBBH-4422,Tps_TRINITY_DN81523_c0_g1_i1,Tdi_TRINITY_DN25680_c0_g2_i1
RBBH-4424,Tps_TRINITY_DN88373_c3_g1_i3,Tdi_TRINITY_DN25024_c0_g4_i1
RBBH-4425,Tps_TRINITY_DN83154_c0_g1_i1,Tdi_TRINITY_DN34610_c0_g1_i1
RBBH-4427,Tps_TRINITY_DN72149_c0_g1_i1,Tdi_TRINITY_DN44218_c0_g1_i1
RBBH-4428,Tps_TRINITY_DN92519_c4_g1_i1,Tdi_TRINITY_DN30905_c0_g1_i7
RBBH-4429,Tps_TRINITY_DN81261_c0_g1_i1,Tdi_TRINITY_DN33785_c0_g1_i1
RBBH-443,Tps_TRINITY_DN13850_c0_g1_i1,Tdi_TRINITY_DN38580_c0_g1_i1
RBBH-4430,Tps_TRINITY_DN781_c0_g1_i1,Tdi_TRINITY_DN36481_c0_g1_i1
RBBH-4431,Tps_TRINITY_DN95016_c2_g1_i1,Tdi_TRINITY_DN10157_c0_g1_i1
RBBH-4432,Tps_TRINITY_DN94715_c5_g1_i4,Tdi_TRINITY_DN28196_c0_g1_i2
RBBH-4433,Tps_TRINITY_DN60726_c0_g1_i1,Tdi_TRINITY_DN27523_c0_g1_i1
RBBH-4434,Tps_TRINITY_DN91455_c0_g2_i1,Tdi_TRINITY_DN30468_c7_g1_i1
RBBH-4435,Tps_TRINITY_DN11163_c0_g1_i1,Tdi_TRINITY_DN46279_c0_g1_i1
RBBH-4436,Tps_TRINITY_DN89600_c0_g2_i1,Tdi_TRINITY_DN39022_c0_g1_i1
RBBH-4437,Tps_TRINITY_DN89733_c2_g2_i1,Tdi_TRINITY_DN28472_c0_g1_i3
RBBH-4438,Tps_TRINITY_DN91884_c0_g1_i3,Tdi_TRINITY_DN27698_c0_g1_i1
RBBH-4439,Tps_TRINITY_DN54433_c0_g1_i2,Tdi_TRINITY_DN45791_c0_g1_i1
RBBH-444,Tps_TRINITY_DN78177_c0_g1_i1,Tdi_TRINITY_DN18365_c0_g1_i1
RBBH-4440,Tps_TRINITY_DN67586_c0_g1_i1,Tdi_TRINITY_DN32354_c3_g5_i1
RBBH-4441,Tps_TRINITY_DN86467_c0_g1_i1,Tdi_TRINITY_DN52731_c0_g1_i1
RBBH-4442,Tps_TRINITY_DN80652_c0_g1_i1,Tdi_TRINITY_DN22839_c0_g1_i1
RBBH-4443,Tps_TRINITY_DN91460_c1_g2_i1,Tdi_TRINITY_DN27761_c0_g1_i1
RBBH-4444,Tps_TRINITY_DN94209_c0_g1_i2,Tdi_TRINITY_DN13263_c0_g1_i1
RBBH-4445,Tps_TRINITY_DN92102_c0_g1_i5,Tdi_TRINITY_DN30338_c0_g2_i1
RBBH-4446,Tps_TRINITY_DN92389_c0_g1_i1,Tdi_TRINITY_DN33115_c0_g1_i1
RBBH-4447,Tps_TRINITY_DN94489_c1_g1_i3,Tdi_TRINITY_DN51365_c0_g1_i1
RBBH-4448,Tps_TRINITY_DN92139_c0_g1_i1,Tdi_TRINITY_DN30186_c1_g4_i2
RBBH-4449,Tps_TRINITY_DN90581_c0_g3_i1,Tdi_TRINITY_DN29899_c0_g1_i1
RBBH-445,Tps_TRINITY_DN89930_c0_g3_i1,Tdi_TRINITY_DN31503_c6_g1_i6
RBBH-4450,Tps_TRINITY_DN88639_c0_g1_i2,Tdi_TRINITY_DN29518_c1_g1_i1
RBBH-4451,Tps_TRINITY_DN84495_c0_g1_i1,Tdi_TRINITY_DN27303_c0_g1_i1
RBBH-4452,Tps_TRINITY_DN80340_c0_g1_i1,Tdi_TRINITY_DN29355_c0_g1_i2
RBBH-4453,Tps_TRINITY_DN91487_c1_g1_i2,Tdi_TRINITY_DN18874_c0_g1_i2
RBBH-4455,Tps_TRINITY_DN75999_c0_g2_i2,Tdi_TRINITY_DN2603_c0_g1_i1
RBBH-4456,Tps_TRINITY_DN93264_c0_g1_i2,Tdi_TRINITY_DN7351_c0_g2_i1
RBBH-4457,Tps_TRINITY_DN90290_c0_g2_i3,Tdi_TRINITY_DN2699_c0_g2_i1
RBBH-4458,Tps_TRINITY_DN95015_c0_g1_i1,Tdi_TRINITY_DN30330_c0_g1_i2
RBBH-4459,Tps_TRINITY_DN94801_c0_g1_i2,Tdi_TRINITY_DN1169_c0_g2_i1
