Match_col,Tte,Tbi
RBBH-18207,Tte_TRINITY_DN70611_c0_g1_i1,Tbi_TRINITY_DN64435_c0_g2_i1
RBBH-18209,Tte_TRINITY_DN8479_c0_g1_i1,Tbi_TRINITY_DN54528_c2_g1_i1
RBBH-1821,Tte_TRINITY_DN13898_c0_g1_i1,Tbi_TRINITY_DN10042_c0_g1_i1
RBBH-18210,Tte_TRINITY_DN29895_c0_g12_i7,Tbi_TRINITY_DN72259_c2_g4_i1
RBBH-18211,Tte_TRINITY_DN26049_c0_g1_i2,Tbi_TRINITY_DN68308_c0_g1_i9
RBBH-18213,Tte_TRINITY_DN29839_c2_g1_i1,Tbi_TRINITY_DN63835_c0_g1_i1
RBBH-18214,Tte_TRINITY_DN10300_c0_g2_i1,Tbi_TRINITY_DN55809_c0_g2_i1
RBBH-18217,Tte_TRINITY_DN35400_c0_g1_i1,Tbi_TRINITY_DN70572_c0_g1_i1
RBBH-18218,Tte_TRINITY_DN23721_c0_g1_i1,Tbi_TRINITY_DN65207_c0_g1_i1
RBBH-18219,Tte_TRINITY_DN19830_c0_g1_i1,Tbi_TRINITY_DN65254_c0_g1_i2
RBBH-1822,Tte_TRINITY_DN70950_c0_g1_i1,Tbi_TRINITY_DN104352_c0_g1_i1
RBBH-18220,Tte_TRINITY_DN39283_c0_g1_i1,Tbi_TRINITY_DN86246_c0_g1_i1
RBBH-18221,Tte_TRINITY_DN9514_c0_g1_i1,Tbi_TRINITY_DN63126_c0_g1_i1
RBBH-18222,Tte_TRINITY_DN18042_c1_g1_i1,Tbi_TRINITY_DN32713_c0_g1_i1
RBBH-18223,Tte_TRINITY_DN39297_c0_g1_i1,Tbi_TRINITY_DN34244_c0_g3_i1
RBBH-18224,Tte_TRINITY_DN64742_c0_g1_i1,Tbi_TRINITY_DN71270_c0_g1_i1
RBBH-18226,Tte_TRINITY_DN29888_c5_g8_i1,Tbi_TRINITY_DN70246_c4_g4_i1
RBBH-18227,Tte_TRINITY_DN20872_c0_g1_i1,Tbi_TRINITY_DN66520_c0_g1_i1
RBBH-18228,Tte_TRINITY_DN58159_c0_g1_i1,Tbi_TRINITY_DN68919_c1_g1_i1
RBBH-18229,Tte_TRINITY_DN29355_c19_g1_i1,Tbi_TRINITY_DN70904_c1_g1_i1
RBBH-1823,Tte_TRINITY_DN29931_c11_g1_i1,Tbi_TRINITY_DN71276_c5_g2_i1
RBBH-18230,Tte_TRINITY_DN22815_c0_g1_i1,Tbi_TRINITY_DN57777_c0_g1_i1
RBBH-18231,Tte_TRINITY_DN29472_c2_g1_i2,Tbi_TRINITY_DN71833_c3_g1_i1
RBBH-18233,Tte_TRINITY_DN74127_c0_g1_i1,Tbi_TRINITY_DN68847_c1_g1_i1
RBBH-18234,Tte_TRINITY_DN29308_c3_g4_i1,Tbi_TRINITY_DN103840_c0_g1_i1
RBBH-18235,Tte_TRINITY_DN57216_c0_g1_i1,Tbi_TRINITY_DN61122_c0_g1_i1
RBBH-18237,Tte_TRINITY_DN19351_c0_g2_i1,Tbi_TRINITY_DN67792_c6_g1_i1
RBBH-18238,Tte_TRINITY_DN74051_c0_g1_i1,Tbi_TRINITY_DN62460_c0_g1_i1
RBBH-18239,Tte_TRINITY_DN18653_c0_g1_i1,Tbi_TRINITY_DN65211_c0_g1_i1
RBBH-1824,Tte_TRINITY_DN3268_c0_g1_i1,Tbi_TRINITY_DN66977_c0_g1_i1
RBBH-18240,Tte_TRINITY_DN27467_c0_g3_i1,Tbi_TRINITY_DN63205_c0_g1_i1
RBBH-18241,Tte_TRINITY_DN65215_c0_g1_i1,Tbi_TRINITY_DN66753_c0_g1_i1
RBBH-18242,Tte_TRINITY_DN56712_c0_g1_i1,Tbi_TRINITY_DN47331_c0_g1_i1
RBBH-18243,Tte_TRINITY_DN24886_c0_g1_i1,Tbi_TRINITY_DN47491_c0_g2_i2
RBBH-18244,Tte_TRINITY_DN22139_c0_g1_i1,Tbi_TRINITY_DN65659_c0_g9_i1
RBBH-18245,Tte_TRINITY_DN24593_c0_g2_i2,Tbi_TRINITY_DN64664_c0_g1_i2
RBBH-18246,Tte_TRINITY_DN29781_c1_g2_i1,Tbi_TRINITY_DN71519_c3_g10_i2
RBBH-18247,Tte_TRINITY_DN22279_c0_g2_i1,Tbi_TRINITY_DN55514_c0_g1_i1
RBBH-18248,Tte_TRINITY_DN50969_c0_g1_i1,Tbi_TRINITY_DN65301_c1_g1_i1
RBBH-18249,Tte_TRINITY_DN29562_c8_g17_i1,Tbi_TRINITY_DN67757_c1_g1_i1
RBBH-1825,Tte_TRINITY_DN28998_c8_g7_i1,Tbi_TRINITY_DN67706_c3_g2_i2
RBBH-18250,Tte_TRINITY_DN49490_c0_g1_i1,Tbi_TRINITY_DN58637_c0_g1_i2
RBBH-18251,Tte_TRINITY_DN22841_c0_g2_i1,Tbi_TRINITY_DN69379_c0_g1_i3
RBBH-18252,Tte_TRINITY_DN29463_c7_g1_i1,Tbi_TRINITY_DN44739_c0_g1_i1
RBBH-18253,Tte_TRINITY_DN43816_c0_g1_i1,Tbi_TRINITY_DN3477_c0_g1_i1
RBBH-18254,Tte_TRINITY_DN9476_c0_g2_i1,Tbi_TRINITY_DN62316_c0_g1_i1
RBBH-18256,Tte_TRINITY_DN4892_c0_g2_i1,Tbi_TRINITY_DN35861_c0_g1_i1
RBBH-18257,Tte_TRINITY_DN23810_c0_g2_i1,Tbi_TRINITY_DN70650_c2_g2_i1
RBBH-18258,Tte_TRINITY_DN65161_c0_g1_i1,Tbi_TRINITY_DN54149_c0_g1_i1
RBBH-18259,Tte_TRINITY_DN40937_c0_g1_i1,Tbi_TRINITY_DN55185_c0_g1_i1
RBBH-18261,Tte_TRINITY_DN28519_c0_g3_i1,Tbi_TRINITY_DN71369_c6_g1_i1
RBBH-18262,Tte_TRINITY_DN5994_c0_g1_i1,Tbi_TRINITY_DN62296_c0_g1_i1
RBBH-18263,Tte_TRINITY_DN11039_c0_g1_i1,Tbi_TRINITY_DN29143_c0_g1_i1
RBBH-18264,Tte_TRINITY_DN34336_c0_g1_i1,Tbi_TRINITY_DN62632_c2_g1_i1
RBBH-18265,Tte_TRINITY_DN17461_c0_g1_i1,Tbi_TRINITY_DN70007_c0_g1_i1
RBBH-18266,Tte_TRINITY_DN1876_c0_g1_i1,Tbi_TRINITY_DN63617_c0_g4_i2
RBBH-18267,Tte_TRINITY_DN2734_c0_g1_i1,Tbi_TRINITY_DN58517_c1_g1_i1
RBBH-18268,Tte_TRINITY_DN24352_c1_g1_i1,Tbi_TRINITY_DN71388_c3_g3_i3
RBBH-1827,Tte_TRINITY_DN28843_c3_g5_i1,Tbi_TRINITY_DN70612_c2_g2_i1
RBBH-18270,Tte_TRINITY_DN22651_c0_g1_i1,Tbi_TRINITY_DN68715_c3_g1_i1
RBBH-18271,Tte_TRINITY_DN13997_c0_g1_i1,Tbi_TRINITY_DN47987_c0_g1_i1
RBBH-18272,Tte_TRINITY_DN27281_c0_g1_i1,Tbi_TRINITY_DN56241_c0_g1_i4
RBBH-18273,Tte_TRINITY_DN29562_c4_g2_i1,Tbi_TRINITY_DN65033_c1_g1_i1
RBBH-18274,Tte_TRINITY_DN64542_c0_g1_i1,Tbi_TRINITY_DN60691_c0_g1_i1
RBBH-18275,Tte_TRINITY_DN27249_c0_g1_i1,Tbi_TRINITY_DN60405_c0_g1_i1
RBBH-18276,Tte_TRINITY_DN28117_c0_g1_i1,Tbi_TRINITY_DN71762_c1_g2_i1
RBBH-18277,Tte_TRINITY_DN11674_c0_g1_i1,Tbi_TRINITY_DN46521_c0_g1_i1
RBBH-18278,Tte_TRINITY_DN61490_c0_g1_i1,Tbi_TRINITY_DN77021_c0_g1_i1
RBBH-18279,Tte_TRINITY_DN56358_c0_g1_i1,Tbi_TRINITY_DN34411_c0_g1_i1
RBBH-18280,Tte_TRINITY_DN26887_c0_g2_i1,Tbi_TRINITY_DN68274_c1_g1_i1
RBBH-18281,Tte_TRINITY_DN77624_c0_g1_i1,Tbi_TRINITY_DN23166_c0_g1_i1
RBBH-18282,Tte_TRINITY_DN29544_c6_g1_i1,Tbi_TRINITY_DN64820_c0_g5_i2
RBBH-18283,Tte_TRINITY_DN48016_c0_g1_i1,Tbi_TRINITY_DN67648_c7_g1_i2
RBBH-18284,Tte_TRINITY_DN21712_c0_g1_i2,Tbi_TRINITY_DN70650_c2_g3_i1
RBBH-18285,Tte_TRINITY_DN28837_c4_g11_i1,Tbi_TRINITY_DN70138_c5_g1_i1
RBBH-18287,Tte_TRINITY_DN10003_c0_g1_i1,Tbi_TRINITY_DN25446_c0_g2_i1
RBBH-18288,Tte_TRINITY_DN29897_c13_g1_i1,Tbi_TRINITY_DN54665_c0_g1_i2
RBBH-18289,Tte_TRINITY_DN37213_c0_g1_i1,Tbi_TRINITY_DN12071_c0_g1_i1
RBBH-1829,Tte_TRINITY_DN7612_c0_g1_i1,Tbi_TRINITY_DN64023_c0_g1_i1
RBBH-18290,Tte_TRINITY_DN28086_c0_g1_i1,Tbi_TRINITY_DN65170_c0_g1_i1
RBBH-18291,Tte_TRINITY_DN67299_c0_g1_i1,Tbi_TRINITY_DN69833_c5_g1_i1
RBBH-18292,Tte_TRINITY_DN23384_c0_g2_i1,Tbi_TRINITY_DN67782_c0_g2_i2
RBBH-18293,Tte_TRINITY_DN73648_c0_g1_i1,Tbi_TRINITY_DN63702_c0_g1_i1
RBBH-18294,Tte_TRINITY_DN29767_c3_g5_i1,Tbi_TRINITY_DN67726_c1_g1_i1
RBBH-18295,Tte_TRINITY_DN22993_c0_g1_i1,Tbi_TRINITY_DN70018_c0_g1_i1
RBBH-18296,Tte_TRINITY_DN10944_c0_g2_i1,Tbi_TRINITY_DN70623_c11_g1_i1
RBBH-18297,Tte_TRINITY_DN22716_c1_g1_i1,Tbi_TRINITY_DN16747_c0_g1_i1
RBBH-18299,Tte_TRINITY_DN77297_c0_g1_i1,Tbi_TRINITY_DN4777_c0_g1_i1
RBBH-183,Tte_TRINITY_DN1349_c0_g1_i1,Tbi_TRINITY_DN62068_c0_g1_i1
RBBH-1830,Tte_TRINITY_DN25312_c0_g2_i2,Tbi_TRINITY_DN72175_c6_g1_i2
RBBH-18300,Tte_TRINITY_DN70060_c0_g1_i1,Tbi_TRINITY_DN27770_c0_g2_i1
RBBH-18301,Tte_TRINITY_DN19184_c0_g2_i1,Tbi_TRINITY_DN62744_c0_g1_i3
RBBH-18302,Tte_TRINITY_DN75187_c0_g1_i1,Tbi_TRINITY_DN54953_c0_g1_i1
RBBH-18303,Tte_TRINITY_DN29101_c13_g3_i1,Tbi_TRINITY_DN66278_c0_g1_i1
RBBH-18304,Tte_TRINITY_DN4732_c0_g1_i1,Tbi_TRINITY_DN68702_c0_g1_i5
RBBH-18305,Tte_TRINITY_DN9462_c0_g1_i1,Tbi_TRINITY_DN70714_c2_g2_i1
RBBH-18306,Tte_TRINITY_DN74411_c0_g1_i1,Tbi_TRINITY_DN51226_c0_g1_i1
RBBH-18307,Tte_TRINITY_DN29477_c15_g1_i1,Tbi_TRINITY_DN59251_c0_g2_i1
RBBH-18308,Tte_TRINITY_DN28029_c0_g2_i1,Tbi_TRINITY_DN58119_c0_g1_i1
RBBH-18309,Tte_TRINITY_DN30838_c0_g1_i1,Tbi_TRINITY_DN60857_c0_g2_i1
RBBH-1831,Tte_TRINITY_DN37370_c0_g1_i1,Tbi_TRINITY_DN22044_c0_g1_i1
RBBH-18310,Tte_TRINITY_DN21246_c0_g1_i1,Tbi_TRINITY_DN64513_c0_g1_i2
RBBH-18311,Tte_TRINITY_DN25531_c0_g2_i3,Tbi_TRINITY_DN72136_c3_g2_i1
RBBH-18312,Tte_TRINITY_DN62941_c0_g1_i1,Tbi_TRINITY_DN100571_c0_g1_i1
RBBH-18313,Tte_TRINITY_DN44546_c0_g1_i1,Tbi_TRINITY_DN64951_c0_g1_i1
RBBH-18314,Tte_TRINITY_DN36391_c0_g1_i1,Tbi_TRINITY_DN15031_c0_g1_i1
RBBH-18315,Tte_TRINITY_DN36877_c0_g1_i1,Tbi_TRINITY_DN50922_c0_g1_i1
RBBH-18316,Tte_TRINITY_DN21738_c0_g1_i1,Tbi_TRINITY_DN70265_c0_g1_i1
RBBH-18317,Tte_TRINITY_DN13342_c0_g1_i1,Tbi_TRINITY_DN63687_c0_g2_i1
RBBH-18318,Tte_TRINITY_DN35360_c0_g1_i1,Tbi_TRINITY_DN24966_c0_g1_i1
RBBH-18319,Tte_TRINITY_DN29480_c3_g2_i1,Tbi_TRINITY_DN54949_c0_g1_i1
RBBH-1832,Tte_TRINITY_DN64098_c0_g1_i1,Tbi_TRINITY_DN56954_c0_g2_i2
RBBH-18320,Tte_TRINITY_DN1655_c0_g2_i1,Tbi_TRINITY_DN60962_c0_g1_i1
RBBH-18321,Tte_TRINITY_DN16175_c0_g2_i1,Tbi_TRINITY_DN67866_c0_g1_i2
RBBH-18322,Tte_TRINITY_DN22579_c0_g1_i1,Tbi_TRINITY_DN33235_c0_g1_i1
RBBH-18323,Tte_TRINITY_DN46194_c0_g1_i1,Tbi_TRINITY_DN50822_c0_g1_i1
RBBH-18324,Tte_TRINITY_DN10066_c0_g2_i1,Tbi_TRINITY_DN53734_c0_g1_i1
RBBH-18325,Tte_TRINITY_DN49584_c0_g1_i1,Tbi_TRINITY_DN44333_c0_g1_i1
RBBH-18326,Tte_TRINITY_DN58273_c0_g1_i1,Tbi_TRINITY_DN69090_c0_g3_i1
RBBH-18327,Tte_TRINITY_DN3175_c0_g1_i1,Tbi_TRINITY_DN43976_c0_g1_i1
RBBH-18328,Tte_TRINITY_DN80392_c0_g1_i1,Tbi_TRINITY_DN56639_c0_g1_i1
RBBH-18329,Tte_TRINITY_DN64765_c0_g1_i1,Tbi_TRINITY_DN36330_c0_g1_i1
RBBH-1833,Tte_TRINITY_DN20335_c0_g2_i1,Tbi_TRINITY_DN72839_c0_g1_i1
RBBH-18330,Tte_TRINITY_DN10362_c0_g2_i1,Tbi_TRINITY_DN70030_c1_g2_i1
RBBH-18331,Tte_TRINITY_DN29179_c9_g1_i1,Tbi_TRINITY_DN70660_c2_g1_i1
RBBH-18332,Tte_TRINITY_DN4977_c0_g1_i1,Tbi_TRINITY_DN65362_c1_g1_i2
RBBH-18333,Tte_TRINITY_DN14287_c0_g1_i1,Tbi_TRINITY_DN65202_c0_g1_i1
RBBH-18334,Tte_TRINITY_DN38224_c0_g1_i1,Tbi_TRINITY_DN105375_c0_g1_i1
RBBH-18335,Tte_TRINITY_DN28669_c2_g2_i1,Tbi_TRINITY_DN68095_c7_g1_i1
RBBH-18336,Tte_TRINITY_DN3407_c0_g1_i1,Tbi_TRINITY_DN62572_c0_g2_i2
RBBH-18337,Tte_TRINITY_DN28215_c0_g1_i1,Tbi_TRINITY_DN67077_c0_g1_i5
RBBH-18338,Tte_TRINITY_DN18551_c1_g1_i1,Tbi_TRINITY_DN54768_c2_g1_i1
RBBH-18339,Tte_TRINITY_DN29973_c1_g1_i1,Tbi_TRINITY_DN72321_c1_g5_i4
RBBH-1834,Tte_TRINITY_DN49357_c0_g1_i1,Tbi_TRINITY_DN70103_c3_g1_i1
RBBH-18340,Tte_TRINITY_DN29700_c3_g1_i1,Tbi_TRINITY_DN67989_c11_g1_i1
RBBH-18341,Tte_TRINITY_DN75181_c0_g2_i1,Tbi_TRINITY_DN65067_c4_g1_i1
RBBH-18342,Tte_TRINITY_DN29741_c10_g24_i1,Tbi_TRINITY_DN72224_c6_g5_i1
RBBH-18343,Tte_TRINITY_DN21488_c0_g1_i2,Tbi_TRINITY_DN71927_c0_g2_i1
RBBH-18344,Tte_TRINITY_DN28727_c5_g4_i1,Tbi_TRINITY_DN41779_c0_g1_i1
RBBH-18345,Tte_TRINITY_DN21985_c0_g2_i1,Tbi_TRINITY_DN43581_c0_g1_i1
RBBH-18346,Tte_TRINITY_DN59298_c0_g1_i1,Tbi_TRINITY_DN28211_c0_g2_i1
RBBH-18347,Tte_TRINITY_DN19829_c2_g1_i1,Tbi_TRINITY_DN48426_c0_g1_i1
RBBH-18348,Tte_TRINITY_DN41955_c0_g1_i1,Tbi_TRINITY_DN40905_c0_g1_i1
RBBH-18349,Tte_TRINITY_DN24778_c0_g5_i1,Tbi_TRINITY_DN72192_c8_g2_i6
RBBH-1835,Tte_TRINITY_DN52202_c0_g1_i1,Tbi_TRINITY_DN70895_c3_g1_i1
RBBH-18350,Tte_TRINITY_DN8930_c0_g1_i1,Tbi_TRINITY_DN71080_c3_g4_i1
RBBH-18351,Tte_TRINITY_DN18490_c0_g2_i1,Tbi_TRINITY_DN35933_c0_g1_i4
RBBH-18353,Tte_TRINITY_DN22297_c1_g1_i1,Tbi_TRINITY_DN71565_c5_g16_i2
RBBH-18354,Tte_TRINITY_DN28966_c5_g2_i1,Tbi_TRINITY_DN67458_c4_g1_i1
RBBH-18355,Tte_TRINITY_DN1114_c0_g1_i1,Tbi_TRINITY_DN72377_c1_g7_i1
RBBH-18356,Tte_TRINITY_DN59144_c0_g1_i1,Tbi_TRINITY_DN35619_c0_g1_i1
RBBH-18357,Tte_TRINITY_DN3261_c0_g1_i1,Tbi_TRINITY_DN55578_c0_g1_i1
RBBH-18358,Tte_TRINITY_DN42260_c0_g1_i1,Tbi_TRINITY_DN51233_c0_g1_i1
RBBH-18359,Tte_TRINITY_DN25066_c0_g4_i1,Tbi_TRINITY_DN51907_c0_g3_i2
RBBH-1836,Tte_TRINITY_DN78911_c0_g1_i1,Tbi_TRINITY_DN71888_c5_g2_i1
RBBH-18360,Tte_TRINITY_DN11586_c0_g2_i1,Tbi_TRINITY_DN70181_c1_g1_i2
RBBH-18361,Tte_TRINITY_DN39006_c0_g1_i1,Tbi_TRINITY_DN56534_c0_g1_i1
RBBH-18362,Tte_TRINITY_DN28210_c0_g1_i3,Tbi_TRINITY_DN70029_c0_g1_i5
RBBH-18363,Tte_TRINITY_DN72847_c0_g1_i1,Tbi_TRINITY_DN1880_c0_g1_i1
RBBH-18364,Tte_TRINITY_DN38815_c0_g1_i1,Tbi_TRINITY_DN79421_c0_g1_i1
RBBH-18365,Tte_TRINITY_DN40486_c0_g1_i1,Tbi_TRINITY_DN60953_c1_g1_i1
RBBH-18366,Tte_TRINITY_DN30661_c0_g1_i1,Tbi_TRINITY_DN68213_c0_g1_i2
RBBH-18367,Tte_TRINITY_DN80284_c0_g1_i1,Tbi_TRINITY_DN48657_c0_g1_i1
RBBH-18369,Tte_TRINITY_DN28377_c1_g4_i1,Tbi_TRINITY_DN69486_c0_g1_i1
RBBH-1837,Tte_TRINITY_DN48214_c0_g1_i1,Tbi_TRINITY_DN33621_c0_g1_i1
RBBH-18370,Tte_TRINITY_DN43172_c0_g1_i1,Tbi_TRINITY_DN44053_c0_g1_i1
RBBH-18372,Tte_TRINITY_DN24390_c0_g3_i1,Tbi_TRINITY_DN53864_c0_g2_i2
RBBH-18374,Tte_TRINITY_DN7788_c0_g1_i1,Tbi_TRINITY_DN67838_c0_g1_i2
RBBH-18375,Tte_TRINITY_DN24879_c0_g1_i2,Tbi_TRINITY_DN68170_c0_g1_i1
RBBH-18376,Tte_TRINITY_DN41681_c0_g1_i1,Tbi_TRINITY_DN67078_c6_g1_i1
RBBH-18377,Tte_TRINITY_DN9474_c0_g1_i1,Tbi_TRINITY_DN66373_c0_g2_i1
RBBH-18378,Tte_TRINITY_DN7006_c0_g2_i1,Tbi_TRINITY_DN1282_c0_g1_i1
RBBH-1838,Tte_TRINITY_DN2697_c0_g2_i1,Tbi_TRINITY_DN60365_c0_g1_i1
RBBH-18380,Tte_TRINITY_DN15140_c0_g1_i1,Tbi_TRINITY_DN57870_c0_g1_i1
RBBH-18381,Tte_TRINITY_DN1301_c1_g1_i1,Tbi_TRINITY_DN70401_c13_g1_i1
RBBH-18382,Tte_TRINITY_DN26663_c0_g1_i1,Tbi_TRINITY_DN56273_c0_g1_i4
RBBH-18383,Tte_TRINITY_DN32385_c0_g1_i1,Tbi_TRINITY_DN71939_c1_g1_i1
RBBH-18384,Tte_TRINITY_DN46002_c0_g1_i1,Tbi_TRINITY_DN50568_c0_g1_i1
RBBH-18385,Tte_TRINITY_DN7104_c0_g2_i1,Tbi_TRINITY_DN59211_c0_g1_i2
RBBH-18386,Tte_TRINITY_DN29694_c6_g1_i1,Tbi_TRINITY_DN65441_c1_g1_i1
RBBH-18387,Tte_TRINITY_DN27912_c0_g1_i1,Tbi_TRINITY_DN62114_c0_g1_i1
RBBH-1839,Tte_TRINITY_DN29643_c1_g1_i1,Tbi_TRINITY_DN68862_c0_g1_i1
RBBH-18390,Tte_TRINITY_DN58760_c0_g1_i1,Tbi_TRINITY_DN41755_c0_g1_i1
RBBH-18391,Tte_TRINITY_DN26259_c0_g2_i1,Tbi_TRINITY_DN62569_c0_g1_i1
RBBH-18394,Tte_TRINITY_DN26017_c0_g1_i1,Tbi_TRINITY_DN55409_c0_g1_i1
RBBH-18396,Tte_TRINITY_DN56134_c0_g1_i1,Tbi_TRINITY_DN64650_c0_g1_i1
RBBH-18397,Tte_TRINITY_DN69670_c0_g1_i1,Tbi_TRINITY_DN24246_c0_g2_i1
RBBH-18399,Tte_TRINITY_DN17191_c0_g1_i1,Tbi_TRINITY_DN66079_c0_g1_i1
RBBH-184,Tte_TRINITY_DN28724_c1_g1_i1,Tbi_TRINITY_DN65008_c1_g2_i1
RBBH-1840,Tte_TRINITY_DN38907_c0_g1_i1,Tbi_TRINITY_DN55461_c0_g1_i1
RBBH-18400,Tte_TRINITY_DN29271_c0_g3_i2,Tbi_TRINITY_DN72243_c4_g2_i1
RBBH-18401,Tte_TRINITY_DN59301_c0_g1_i1,Tbi_TRINITY_DN70280_c4_g1_i1
RBBH-18402,Tte_TRINITY_DN55588_c0_g1_i1,Tbi_TRINITY_DN72543_c0_g1_i1
RBBH-18403,Tte_TRINITY_DN28545_c9_g1_i1,Tbi_TRINITY_DN67940_c0_g1_i1
RBBH-18404,Tte_TRINITY_DN12597_c0_g1_i1,Tbi_TRINITY_DN66873_c1_g1_i1
RBBH-18405,Tte_TRINITY_DN13578_c0_g1_i1,Tbi_TRINITY_DN62162_c0_g1_i1
RBBH-18406,Tte_TRINITY_DN63785_c0_g1_i1,Tbi_TRINITY_DN69917_c0_g1_i2
RBBH-18407,Tte_TRINITY_DN76903_c0_g1_i1,Tbi_TRINITY_DN37347_c0_g1_i1
RBBH-18408,Tte_TRINITY_DN28432_c8_g7_i1,Tbi_TRINITY_DN54566_c0_g1_i1
RBBH-18409,Tte_TRINITY_DN6479_c0_g1_i1,Tbi_TRINITY_DN73898_c0_g1_i1
RBBH-1841,Tte_TRINITY_DN29937_c6_g8_i1,Tbi_TRINITY_DN62615_c0_g1_i1
RBBH-18410,Tte_TRINITY_DN29392_c8_g19_i1,Tbi_TRINITY_DN67385_c16_g2_i1
RBBH-18411,Tte_TRINITY_DN24714_c0_g1_i1,Tbi_TRINITY_DN29182_c0_g1_i1
RBBH-18412,Tte_TRINITY_DN31919_c0_g1_i1,Tbi_TRINITY_DN47949_c0_g1_i1
RBBH-18413,Tte_TRINITY_DN29982_c4_g2_i1,Tbi_TRINITY_DN26416_c0_g1_i1
RBBH-18414,Tte_TRINITY_DN16593_c0_g1_i1,Tbi_TRINITY_DN57416_c0_g2_i1
RBBH-18416,Tte_TRINITY_DN20683_c0_g1_i1,Tbi_TRINITY_DN61960_c0_g1_i1
RBBH-18417,Tte_TRINITY_DN34057_c0_g1_i1,Tbi_TRINITY_DN88726_c1_g1_i1
RBBH-18418,Tte_TRINITY_DN38908_c0_g1_i1,Tbi_TRINITY_DN58896_c1_g1_i1
RBBH-18419,Tte_TRINITY_DN1505_c0_g1_i1,Tbi_TRINITY_DN49506_c0_g1_i1
RBBH-1842,Tte_TRINITY_DN57139_c0_g1_i1,Tbi_TRINITY_DN8750_c0_g1_i1
RBBH-18420,Tte_TRINITY_DN58979_c0_g1_i1,Tbi_TRINITY_DN13840_c0_g1_i1
RBBH-18421,Tte_TRINITY_DN24476_c0_g1_i1,Tbi_TRINITY_DN58324_c0_g1_i1
RBBH-18422,Tte_TRINITY_DN27714_c3_g2_i1,Tbi_TRINITY_DN60791_c0_g1_i1
RBBH-18423,Tte_TRINITY_DN13897_c0_g1_i1,Tbi_TRINITY_DN71657_c3_g1_i1
RBBH-18424,Tte_TRINITY_DN41202_c0_g1_i1,Tbi_TRINITY_DN19549_c0_g1_i1
RBBH-18425,Tte_TRINITY_DN22867_c0_g1_i1,Tbi_TRINITY_DN62881_c0_g1_i1
RBBH-18426,Tte_TRINITY_DN28071_c0_g6_i1,Tbi_TRINITY_DN60532_c0_g1_i2
RBBH-18427,Tte_TRINITY_DN76738_c0_g1_i1,Tbi_TRINITY_DN53691_c0_g1_i1
RBBH-18429,Tte_TRINITY_DN56573_c0_g1_i1,Tbi_TRINITY_DN21744_c0_g1_i1
RBBH-1843,Tte_TRINITY_DN27558_c0_g1_i2,Tbi_TRINITY_DN68930_c0_g1_i2
RBBH-18430,Tte_TRINITY_DN26989_c0_g3_i1,Tbi_TRINITY_DN70484_c1_g3_i5
RBBH-18431,Tte_TRINITY_DN25849_c0_g1_i2,Tbi_TRINITY_DN56828_c0_g1_i1
RBBH-18432,Tte_TRINITY_DN25530_c0_g1_i1,Tbi_TRINITY_DN70764_c10_g1_i1
RBBH-18433,Tte_TRINITY_DN49027_c0_g1_i1,Tbi_TRINITY_DN62059_c0_g1_i1
RBBH-18434,Tte_TRINITY_DN29921_c2_g1_i2,Tbi_TRINITY_DN71363_c0_g1_i1
RBBH-18435,Tte_TRINITY_DN29034_c2_g1_i1,Tbi_TRINITY_DN68095_c0_g1_i1
RBBH-18436,Tte_TRINITY_DN28640_c0_g1_i4,Tbi_TRINITY_DN71021_c2_g2_i1
RBBH-18437,Tte_TRINITY_DN727_c0_g1_i1,Tbi_TRINITY_DN62597_c0_g1_i1
RBBH-18438,Tte_TRINITY_DN24849_c0_g1_i4,Tbi_TRINITY_DN34629_c0_g2_i1
RBBH-18439,Tte_TRINITY_DN40854_c0_g1_i1,Tbi_TRINITY_DN3272_c0_g2_i1
RBBH-1844,Tte_TRINITY_DN28186_c0_g1_i1,Tbi_TRINITY_DN68217_c11_g1_i1
RBBH-18440,Tte_TRINITY_DN55953_c0_g1_i1,Tbi_TRINITY_DN45327_c0_g1_i1
RBBH-18441,Tte_TRINITY_DN64078_c0_g1_i1,Tbi_TRINITY_DN61085_c1_g1_i1
RBBH-18442,Tte_TRINITY_DN6705_c0_g1_i1,Tbi_TRINITY_DN67382_c0_g1_i1
RBBH-18443,Tte_TRINITY_DN23295_c0_g1_i1,Tbi_TRINITY_DN63765_c0_g1_i1
RBBH-18444,Tte_TRINITY_DN63838_c0_g1_i1,Tbi_TRINITY_DN43840_c0_g1_i1
RBBH-18446,Tte_TRINITY_DN27891_c1_g1_i1,Tbi_TRINITY_DN67417_c0_g1_i1
RBBH-18447,Tte_TRINITY_DN26096_c0_g1_i1,Tbi_TRINITY_DN46705_c0_g1_i1
RBBH-18448,Tte_TRINITY_DN26894_c0_g2_i2,Tbi_TRINITY_DN64285_c0_g1_i1
RBBH-18449,Tte_TRINITY_DN28910_c11_g3_i1,Tbi_TRINITY_DN70056_c10_g6_i2
RBBH-1845,Tte_TRINITY_DN18939_c0_g1_i2,Tbi_TRINITY_DN57284_c0_g1_i1
RBBH-18450,Tte_TRINITY_DN56773_c0_g1_i1,Tbi_TRINITY_DN26721_c0_g2_i1
RBBH-18451,Tte_TRINITY_DN20533_c0_g1_i1,Tbi_TRINITY_DN56978_c0_g1_i1
RBBH-18452,Tte_TRINITY_DN27046_c0_g1_i1,Tbi_TRINITY_DN67682_c1_g5_i3
