Match_col,Tsi,Tcm
RBBH-16541,Tsi_TRINITY_DN6728_c0_g1_i1,Tcm_TRINITY_DN105752_c1_g1_i2
RBBH-16542,Tsi_TRINITY_DN53057_c0_g1_i1,Tcm_TRINITY_DN98032_c0_g1_i1
RBBH-16543,Tsi_TRINITY_DN68128_c0_g1_i1,Tcm_TRINITY_DN104392_c3_g2_i1
RBBH-16544,Tsi_TRINITY_DN17251_c0_g3_i1,Tcm_TRINITY_DN105583_c0_g1_i1
RBBH-16545,Tsi_TRINITY_DN25451_c0_g1_i1,Tcm_TRINITY_DN100672_c0_g1_i1
RBBH-16546,Tsi_TRINITY_DN31994_c1_g1_i5,Tcm_TRINITY_DN107756_c2_g1_i2
RBBH-16547,Tsi_TRINITY_DN4319_c0_g1_i1,Tcm_TRINITY_DN101367_c0_g2_i1
RBBH-16548,Tsi_TRINITY_DN52769_c0_g1_i1,Tcm_TRINITY_DN79642_c0_g1_i1
RBBH-1655,Tsi_TRINITY_DN17009_c0_g1_i1,Tcm_TRINITY_DN103670_c1_g1_i2
RBBH-16550,Tsi_TRINITY_DN50530_c0_g1_i1,Tcm_TRINITY_DN104879_c4_g1_i1
RBBH-16551,Tsi_TRINITY_DN30172_c0_g1_i1,Tcm_TRINITY_DN102175_c0_g1_i1
RBBH-16552,Tsi_TRINITY_DN49275_c0_g1_i1,Tcm_TRINITY_DN95049_c0_g1_i1
RBBH-16553,Tsi_TRINITY_DN68967_c0_g1_i1,Tcm_TRINITY_DN115183_c0_g1_i1
RBBH-16554,Tsi_TRINITY_DN29939_c2_g2_i1,Tcm_TRINITY_DN97078_c0_g1_i2
RBBH-16555,Tsi_TRINITY_DN14307_c1_g1_i1,Tcm_TRINITY_DN102771_c0_g1_i1
RBBH-16556,Tsi_TRINITY_DN55691_c0_g1_i1,Tcm_TRINITY_DN97018_c6_g3_i1
RBBH-16557,Tsi_TRINITY_DN27168_c0_g1_i1,Tcm_TRINITY_DN89764_c0_g1_i1
RBBH-16558,Tsi_TRINITY_DN48099_c0_g1_i1,Tcm_TRINITY_DN106769_c4_g2_i1
RBBH-16559,Tsi_TRINITY_DN57695_c0_g1_i1,Tcm_TRINITY_DN82678_c0_g1_i1
RBBH-1656,Tsi_TRINITY_DN286_c0_g1_i1,Tcm_TRINITY_DN94638_c0_g1_i1
RBBH-16560,Tsi_TRINITY_DN12659_c0_g2_i1,Tcm_TRINITY_DN113129_c0_g1_i1
RBBH-16561,Tsi_TRINITY_DN25398_c0_g1_i1,Tcm_TRINITY_DN104236_c3_g2_i3
RBBH-16562,Tsi_TRINITY_DN36073_c0_g1_i1,Tcm_TRINITY_DN98986_c0_g1_i1
RBBH-16563,Tsi_TRINITY_DN33239_c0_g1_i1,Tcm_TRINITY_DN86657_c0_g1_i1
RBBH-16564,Tsi_TRINITY_DN52014_c0_g1_i1,Tcm_TRINITY_DN106560_c8_g3_i1
RBBH-16565,Tsi_TRINITY_DN31033_c0_g1_i2,Tcm_TRINITY_DN105303_c0_g2_i2
RBBH-16566,Tsi_TRINITY_DN28308_c0_g1_i1,Tcm_TRINITY_DN105884_c0_g1_i5
RBBH-16567,Tsi_TRINITY_DN34933_c0_g1_i1,Tcm_TRINITY_DN101296_c0_g2_i1
RBBH-16568,Tsi_TRINITY_DN59874_c0_g1_i1,Tcm_TRINITY_DN69909_c0_g1_i1
RBBH-1657,Tsi_TRINITY_DN20704_c0_g1_i2,Tcm_TRINITY_DN98258_c0_g1_i6
RBBH-16570,Tsi_TRINITY_DN7300_c0_g1_i1,Tcm_TRINITY_DN103427_c2_g1_i1
RBBH-16571,Tsi_TRINITY_DN29217_c0_g2_i1,Tcm_TRINITY_DN76921_c1_g1_i1
RBBH-16572,Tsi_TRINITY_DN60654_c0_g1_i1,Tcm_TRINITY_DN103648_c5_g1_i2
RBBH-16573,Tsi_TRINITY_DN15285_c0_g2_i1,Tcm_TRINITY_DN103625_c3_g1_i2
RBBH-16574,Tsi_TRINITY_DN24750_c0_g1_i1,Tcm_TRINITY_DN74753_c0_g1_i1
RBBH-16575,Tsi_TRINITY_DN6869_c0_g1_i1,Tcm_TRINITY_DN106299_c8_g3_i2
RBBH-16576,Tsi_TRINITY_DN39415_c0_g1_i1,Tcm_TRINITY_DN89210_c0_g1_i1
RBBH-16577,Tsi_TRINITY_DN38788_c0_g1_i1,Tcm_TRINITY_DN100675_c2_g1_i1
RBBH-16578,Tsi_TRINITY_DN29423_c0_g1_i2,Tcm_TRINITY_DN107214_c0_g1_i2
RBBH-16579,Tsi_TRINITY_DN29295_c1_g1_i3,Tcm_TRINITY_DN100933_c0_g1_i1
RBBH-1658,Tsi_TRINITY_DN21346_c0_g1_i1,Tcm_TRINITY_DN104056_c0_g1_i1
RBBH-16580,Tsi_TRINITY_DN48017_c0_g1_i1,Tcm_TRINITY_DN68799_c0_g1_i1
RBBH-16581,Tsi_TRINITY_DN27753_c0_g2_i1,Tcm_TRINITY_DN105314_c4_g1_i2
RBBH-16583,Tsi_TRINITY_DN70830_c0_g1_i1,Tcm_TRINITY_DN90605_c0_g1_i1
RBBH-16585,Tsi_TRINITY_DN31892_c10_g1_i1,Tcm_TRINITY_DN101802_c1_g1_i2
RBBH-16586,Tsi_TRINITY_DN4750_c0_g1_i1,Tcm_TRINITY_DN98609_c2_g4_i1
RBBH-16587,Tsi_TRINITY_DN31615_c4_g9_i1,Tcm_TRINITY_DN16224_c0_g1_i1
RBBH-16588,Tsi_TRINITY_DN3916_c0_g1_i1,Tcm_TRINITY_DN72108_c1_g1_i1
RBBH-16589,Tsi_TRINITY_DN29653_c0_g1_i1,Tcm_TRINITY_DN102183_c2_g1_i1
RBBH-16590,Tsi_TRINITY_DN64020_c0_g1_i1,Tcm_TRINITY_DN49147_c0_g1_i1
RBBH-16591,Tsi_TRINITY_DN15608_c0_g1_i1,Tcm_TRINITY_DN91059_c0_g2_i1
RBBH-16592,Tsi_TRINITY_DN30507_c0_g1_i1,Tcm_TRINITY_DN104868_c0_g2_i1
RBBH-16593,Tsi_TRINITY_DN69899_c0_g1_i1,Tcm_TRINITY_DN88379_c0_g1_i1
RBBH-16594,Tsi_TRINITY_DN31823_c1_g2_i3,Tcm_TRINITY_DN69051_c0_g1_i1
RBBH-16595,Tsi_TRINITY_DN26977_c0_g2_i1,Tcm_TRINITY_DN104629_c0_g1_i2
RBBH-16596,Tsi_TRINITY_DN46171_c0_g1_i1,Tcm_TRINITY_DN92027_c0_g1_i1
RBBH-16597,Tsi_TRINITY_DN14336_c0_g2_i1,Tcm_TRINITY_DN104400_c0_g1_i1
RBBH-16598,Tsi_TRINITY_DN29932_c0_g1_i1,Tcm_TRINITY_DN92160_c0_g1_i1
RBBH-16599,Tsi_TRINITY_DN55627_c0_g2_i1,Tcm_TRINITY_DN61738_c0_g1_i1
RBBH-166,Tsi_TRINITY_DN47843_c0_g1_i1,Tcm_TRINITY_DN103024_c3_g2_i1
RBBH-1660,Tsi_TRINITY_DN22881_c0_g1_i2,Tcm_TRINITY_DN106652_c1_g1_i1
RBBH-16600,Tsi_TRINITY_DN31321_c12_g5_i5,Tcm_TRINITY_DN96270_c0_g1_i2
RBBH-16601,Tsi_TRINITY_DN31445_c5_g1_i1,Tcm_TRINITY_DN63821_c0_g1_i1
RBBH-16602,Tsi_TRINITY_DN46562_c0_g1_i1,Tcm_TRINITY_DN94507_c0_g1_i1
RBBH-16603,Tsi_TRINITY_DN25920_c0_g7_i3,Tcm_TRINITY_DN95655_c0_g1_i2
RBBH-16604,Tsi_TRINITY_DN24965_c0_g2_i1,Tcm_TRINITY_DN73016_c0_g1_i1
RBBH-16605,Tsi_TRINITY_DN31145_c2_g3_i1,Tcm_TRINITY_DN106766_c4_g2_i3
RBBH-16606,Tsi_TRINITY_DN32493_c0_g1_i1,Tcm_TRINITY_DN80941_c0_g1_i1
RBBH-16607,Tsi_TRINITY_DN29248_c0_g1_i1,Tcm_TRINITY_DN101937_c2_g2_i1
RBBH-16608,Tsi_TRINITY_DN19829_c0_g3_i1,Tcm_TRINITY_DN106011_c0_g1_i1
RBBH-16609,Tsi_TRINITY_DN47656_c0_g1_i1,Tcm_TRINITY_DN94015_c0_g1_i1
RBBH-1661,Tsi_TRINITY_DN14930_c1_g2_i1,Tcm_TRINITY_DN79799_c0_g1_i1
RBBH-16610,Tsi_TRINITY_DN25184_c0_g2_i1,Tcm_TRINITY_DN105834_c5_g1_i1
RBBH-16611,Tsi_TRINITY_DN4440_c0_g1_i1,Tcm_TRINITY_DN97513_c0_g1_i1
RBBH-16613,Tsi_TRINITY_DN68841_c0_g1_i1,Tcm_TRINITY_DN75543_c0_g1_i1
RBBH-16615,Tsi_TRINITY_DN69550_c0_g1_i1,Tcm_TRINITY_DN29402_c0_g1_i1
RBBH-16616,Tsi_TRINITY_DN8128_c0_g1_i1,Tcm_TRINITY_DN96150_c0_g1_i1
RBBH-16617,Tsi_TRINITY_DN23434_c0_g1_i1,Tcm_TRINITY_DN96753_c0_g1_i4
RBBH-16618,Tsi_TRINITY_DN4017_c0_g2_i1,Tcm_TRINITY_DN101690_c0_g2_i1
RBBH-1662,Tsi_TRINITY_DN1260_c0_g2_i1,Tcm_TRINITY_DN83646_c0_g1_i2
RBBH-16620,Tsi_TRINITY_DN39577_c0_g1_i1,Tcm_TRINITY_DN91272_c0_g1_i1
RBBH-16622,Tsi_TRINITY_DN6970_c0_g1_i1,Tcm_TRINITY_DN101977_c2_g4_i2
RBBH-16623,Tsi_TRINITY_DN22513_c0_g1_i2,Tcm_TRINITY_DN105421_c3_g6_i2
RBBH-16624,Tsi_TRINITY_DN27083_c0_g1_i1,Tcm_TRINITY_DN103148_c0_g1_i1
RBBH-16625,Tsi_TRINITY_DN63771_c0_g1_i1,Tcm_TRINITY_DN102190_c0_g1_i2
RBBH-16626,Tsi_TRINITY_DN16430_c0_g1_i1,Tcm_TRINITY_DN60329_c0_g1_i1
RBBH-16627,Tsi_TRINITY_DN25012_c0_g1_i1,Tcm_TRINITY_DN104342_c5_g1_i1
RBBH-16628,Tsi_TRINITY_DN38020_c0_g1_i1,Tcm_TRINITY_DN62951_c0_g1_i1
RBBH-16629,Tsi_TRINITY_DN25461_c0_g1_i2,Tcm_TRINITY_DN103831_c2_g1_i3
RBBH-1663,Tsi_TRINITY_DN18579_c0_g1_i1,Tcm_TRINITY_DN101341_c1_g2_i1
RBBH-16630,Tsi_TRINITY_DN4458_c0_g2_i1,Tcm_TRINITY_DN99181_c0_g3_i2
RBBH-16633,Tsi_TRINITY_DN59774_c0_g1_i1,Tcm_TRINITY_DN84123_c0_g1_i1
RBBH-16634,Tsi_TRINITY_DN72218_c0_g1_i1,Tcm_TRINITY_DN86873_c0_g1_i1
RBBH-16635,Tsi_TRINITY_DN53015_c0_g1_i1,Tcm_TRINITY_DN92707_c0_g1_i1
RBBH-16636,Tsi_TRINITY_DN30468_c2_g1_i1,Tcm_TRINITY_DN104560_c0_g1_i1
RBBH-16637,Tsi_TRINITY_DN11467_c0_g1_i1,Tcm_TRINITY_DN100660_c0_g1_i1
RBBH-16638,Tsi_TRINITY_DN64579_c0_g1_i1,Tcm_TRINITY_DN89959_c0_g1_i1
RBBH-16639,Tsi_TRINITY_DN15369_c0_g1_i1,Tcm_TRINITY_DN99870_c0_g1_i1
RBBH-1664,Tsi_TRINITY_DN50764_c0_g1_i1,Tcm_TRINITY_DN65752_c0_g1_i1
RBBH-16640,Tsi_TRINITY_DN7827_c0_g3_i1,Tcm_TRINITY_DN94555_c0_g3_i1
RBBH-16641,Tsi_TRINITY_DN58312_c0_g1_i1,Tcm_TRINITY_DN75948_c0_g1_i1
RBBH-16642,Tsi_TRINITY_DN29477_c0_g1_i1,Tcm_TRINITY_DN104987_c1_g2_i1
RBBH-16643,Tsi_TRINITY_DN37153_c0_g1_i1,Tcm_TRINITY_DN73687_c0_g1_i1
RBBH-16645,Tsi_TRINITY_DN31753_c11_g1_i1,Tcm_TRINITY_DN104586_c13_g1_i3
RBBH-16646,Tsi_TRINITY_DN50706_c0_g1_i1,Tcm_TRINITY_DN80648_c0_g1_i1
RBBH-16647,Tsi_TRINITY_DN62399_c0_g1_i1,Tcm_TRINITY_DN100633_c1_g1_i2
RBBH-16648,Tsi_TRINITY_DN31556_c0_g1_i1,Tcm_TRINITY_DN99169_c0_g1_i3
RBBH-1665,Tsi_TRINITY_DN32234_c0_g1_i1,Tcm_TRINITY_DN100776_c0_g1_i4
RBBH-16650,Tsi_TRINITY_DN57571_c0_g1_i1,Tcm_TRINITY_DN105002_c0_g1_i2
RBBH-16651,Tsi_TRINITY_DN25282_c0_g2_i1,Tcm_TRINITY_DN93893_c1_g1_i1
RBBH-16652,Tsi_TRINITY_DN32038_c15_g17_i1,Tcm_TRINITY_DN91085_c0_g1_i1
RBBH-16653,Tsi_TRINITY_DN29752_c0_g1_i1,Tcm_TRINITY_DN104544_c0_g3_i12
RBBH-16654,Tsi_TRINITY_DN44032_c0_g1_i1,Tcm_TRINITY_DN99011_c0_g1_i1
RBBH-16655,Tsi_TRINITY_DN8650_c0_g1_i1,Tcm_TRINITY_DN103895_c0_g1_i2
RBBH-16656,Tsi_TRINITY_DN4071_c0_g1_i1,Tcm_TRINITY_DN82686_c0_g1_i1
RBBH-16657,Tsi_TRINITY_DN41432_c0_g1_i1,Tcm_TRINITY_DN85153_c0_g1_i1
RBBH-16658,Tsi_TRINITY_DN53455_c0_g1_i1,Tcm_TRINITY_DN36135_c0_g1_i1
RBBH-16659,Tsi_TRINITY_DN45969_c0_g1_i1,Tcm_TRINITY_DN91066_c0_g1_i1
RBBH-1666,Tsi_TRINITY_DN60583_c0_g1_i1,Tcm_TRINITY_DN107000_c3_g3_i1
RBBH-16660,Tsi_TRINITY_DN1944_c0_g3_i1,Tcm_TRINITY_DN105692_c0_g1_i1
RBBH-16661,Tsi_TRINITY_DN45936_c0_g1_i1,Tcm_TRINITY_DN104967_c0_g1_i2
RBBH-16662,Tsi_TRINITY_DN24517_c1_g4_i1,Tcm_TRINITY_DN103951_c6_g2_i2
RBBH-16663,Tsi_TRINITY_DN1265_c0_g1_i1,Tcm_TRINITY_DN95090_c0_g1_i1
RBBH-16664,Tsi_TRINITY_DN5801_c0_g1_i1,Tcm_TRINITY_DN96342_c0_g1_i1
RBBH-16665,Tsi_TRINITY_DN12792_c0_g1_i1,Tcm_TRINITY_DN100198_c0_g1_i1
RBBH-16666,Tsi_TRINITY_DN25590_c0_g1_i4,Tcm_TRINITY_DN97893_c0_g1_i3
RBBH-16668,Tsi_TRINITY_DN29058_c0_g1_i2,Tcm_TRINITY_DN106338_c0_g1_i1
RBBH-16669,Tsi_TRINITY_DN68497_c0_g1_i1,Tcm_TRINITY_DN97034_c0_g1_i1
RBBH-1667,Tsi_TRINITY_DN27183_c0_g1_i1,Tcm_TRINITY_DN98994_c0_g1_i1
RBBH-16670,Tsi_TRINITY_DN13730_c0_g1_i1,Tcm_TRINITY_DN84150_c0_g1_i1
RBBH-16671,Tsi_TRINITY_DN29780_c0_g1_i1,Tcm_TRINITY_DN107175_c3_g3_i2
RBBH-16672,Tsi_TRINITY_DN22913_c0_g1_i1,Tcm_TRINITY_DN104374_c0_g2_i2
RBBH-16673,Tsi_TRINITY_DN29857_c0_g1_i1,Tcm_TRINITY_DN84498_c0_g1_i1
RBBH-16674,Tsi_TRINITY_DN64573_c0_g1_i1,Tcm_TRINITY_DN106552_c0_g4_i1
RBBH-16675,Tsi_TRINITY_DN31078_c0_g2_i1,Tcm_TRINITY_DN101979_c1_g2_i1
RBBH-16676,Tsi_TRINITY_DN31832_c0_g2_i3,Tcm_TRINITY_DN107543_c0_g2_i5
RBBH-16677,Tsi_TRINITY_DN62803_c0_g1_i1,Tcm_TRINITY_DN95302_c2_g1_i2
RBBH-16678,Tsi_TRINITY_DN1080_c0_g1_i1,Tcm_TRINITY_DN97323_c0_g1_i1
RBBH-16679,Tsi_TRINITY_DN31977_c7_g2_i1,Tcm_TRINITY_DN102743_c1_g3_i3
RBBH-1668,Tsi_TRINITY_DN26417_c0_g1_i2,Tcm_TRINITY_DN73711_c0_g1_i3
RBBH-16680,Tsi_TRINITY_DN31255_c6_g3_i1,Tcm_TRINITY_DN92380_c0_g1_i1
RBBH-16681,Tsi_TRINITY_DN69383_c0_g1_i1,Tcm_TRINITY_DN73172_c0_g2_i1
RBBH-16682,Tsi_TRINITY_DN53732_c0_g1_i1,Tcm_TRINITY_DN101416_c0_g4_i1
RBBH-16684,Tsi_TRINITY_DN52761_c0_g1_i1,Tcm_TRINITY_DN86429_c0_g1_i1
RBBH-16685,Tsi_TRINITY_DN4682_c0_g1_i1,Tcm_TRINITY_DN94988_c0_g1_i1
RBBH-16686,Tsi_TRINITY_DN9517_c0_g2_i1,Tcm_TRINITY_DN101995_c0_g1_i1
RBBH-16687,Tsi_TRINITY_DN31877_c1_g3_i5,Tcm_TRINITY_DN107250_c3_g1_i3
RBBH-16688,Tsi_TRINITY_DN31936_c10_g1_i1,Tcm_TRINITY_DN104872_c0_g1_i1
RBBH-16689,Tsi_TRINITY_DN27777_c0_g1_i1,Tcm_TRINITY_DN94655_c0_g2_i1
RBBH-1669,Tsi_TRINITY_DN7769_c0_g1_i1,Tcm_TRINITY_DN93309_c0_g1_i1
RBBH-16691,Tsi_TRINITY_DN52649_c0_g1_i1,Tcm_TRINITY_DN83457_c0_g1_i1
RBBH-16692,Tsi_TRINITY_DN31975_c1_g1_i1,Tcm_TRINITY_DN104961_c1_g2_i3
RBBH-16693,Tsi_TRINITY_DN20863_c0_g1_i2,Tcm_TRINITY_DN98943_c0_g1_i2
RBBH-16694,Tsi_TRINITY_DN27089_c0_g1_i2,Tcm_TRINITY_DN95457_c0_g1_i1
RBBH-16695,Tsi_TRINITY_DN13439_c0_g1_i1,Tcm_TRINITY_DN103664_c0_g1_i2
RBBH-16696,Tsi_TRINITY_DN7614_c0_g1_i1,Tcm_TRINITY_DN91226_c1_g1_i1
RBBH-16697,Tsi_TRINITY_DN28108_c0_g2_i6,Tcm_TRINITY_DN104710_c0_g1_i3
RBBH-16699,Tsi_TRINITY_DN5452_c0_g1_i1,Tcm_TRINITY_DN103817_c3_g2_i1
RBBH-167,Tsi_TRINITY_DN72733_c0_g1_i1,Tcm_TRINITY_DN80831_c0_g1_i1
RBBH-1670,Tsi_TRINITY_DN5773_c0_g1_i1,Tcm_TRINITY_DN97137_c0_g1_i1
RBBH-16700,Tsi_TRINITY_DN41795_c0_g1_i1,Tcm_TRINITY_DN104123_c1_g1_i1
RBBH-16701,Tsi_TRINITY_DN31354_c2_g13_i1,Tcm_TRINITY_DN104788_c0_g1_i1
RBBH-16702,Tsi_TRINITY_DN6_c0_g1_i1,Tcm_TRINITY_DN46634_c0_g1_i1
RBBH-16704,Tsi_TRINITY_DN26560_c0_g3_i3,Tcm_TRINITY_DN87241_c0_g3_i2
RBBH-16705,Tsi_TRINITY_DN15610_c0_g1_i1,Tcm_TRINITY_DN102884_c5_g1_i2
RBBH-16706,Tsi_TRINITY_DN26552_c0_g1_i1,Tcm_TRINITY_DN88722_c0_g1_i1
RBBH-16707,Tsi_TRINITY_DN2510_c0_g1_i1,Tcm_TRINITY_DN91089_c0_g1_i1
RBBH-16708,Tsi_TRINITY_DN676_c0_g1_i1,Tcm_TRINITY_DN99700_c0_g2_i2
RBBH-16709,Tsi_TRINITY_DN31312_c6_g2_i4,Tcm_TRINITY_DN107467_c0_g1_i6
RBBH-1671,Tsi_TRINITY_DN20690_c0_g1_i1,Tcm_TRINITY_DN107112_c4_g1_i1
RBBH-16711,Tsi_TRINITY_DN66949_c0_g1_i1,Tcm_TRINITY_DN101550_c1_g3_i1
RBBH-16712,Tsi_TRINITY_DN57590_c0_g1_i1,Tcm_TRINITY_DN41467_c0_g1_i1
RBBH-16713,Tsi_TRINITY_DN69582_c0_g1_i1,Tcm_TRINITY_DN88541_c0_g1_i2
RBBH-16714,Tsi_TRINITY_DN18866_c0_g1_i1,Tcm_TRINITY_DN94425_c0_g2_i1
RBBH-16715,Tsi_TRINITY_DN6035_c0_g1_i1,Tcm_TRINITY_DN46333_c0_g1_i1
RBBH-16716,Tsi_TRINITY_DN26774_c1_g1_i2,Tcm_TRINITY_DN98538_c0_g2_i5
RBBH-16717,Tsi_TRINITY_DN26830_c1_g1_i1,Tcm_TRINITY_DN98639_c0_g1_i1
RBBH-16718,Tsi_TRINITY_DN28141_c0_g1_i1,Tcm_TRINITY_DN94273_c0_g1_i2
RBBH-1672,Tsi_TRINITY_DN53182_c0_g1_i1,Tcm_TRINITY_DN92408_c0_g1_i1
RBBH-16720,Tsi_TRINITY_DN28564_c0_g2_i1,Tcm_TRINITY_DN106989_c3_g2_i1
RBBH-16721,Tsi_TRINITY_DN21871_c0_g1_i1,Tcm_TRINITY_DN78455_c0_g1_i1
RBBH-16722,Tsi_TRINITY_DN24043_c0_g1_i2,Tcm_TRINITY_DN104900_c0_g1_i1
RBBH-16724,Tsi_TRINITY_DN32825_c0_g1_i1,Tcm_TRINITY_DN97176_c0_g1_i1
RBBH-16725,Tsi_TRINITY_DN33855_c0_g1_i1,Tcm_TRINITY_DN62241_c0_g1_i1
RBBH-16726,Tsi_TRINITY_DN61736_c0_g1_i1,Tcm_TRINITY_DN80420_c0_g1_i1
RBBH-16727,Tsi_TRINITY_DN2792_c0_g1_i1,Tcm_TRINITY_DN99130_c0_g2_i1
RBBH-16728,Tsi_TRINITY_DN57019_c0_g1_i1,Tcm_TRINITY_DN82864_c0_g1_i1
RBBH-16729,Tsi_TRINITY_DN30359_c3_g2_i3,Tcm_TRINITY_DN100099_c0_g1_i1
RBBH-1673,Tsi_TRINITY_DN13707_c0_g1_i1,Tcm_TRINITY_DN107070_c3_g1_i1
RBBH-16731,Tsi_TRINITY_DN3315_c0_g1_i1,Tcm_TRINITY_DN91858_c1_g1_i1
RBBH-16733,Tsi_TRINITY_DN68523_c0_g1_i1,Tcm_TRINITY_DN84241_c1_g1_i1
RBBH-16735,Tsi_TRINITY_DN30819_c13_g2_i1,Tcm_TRINITY_DN60481_c0_g1_i1
RBBH-16736,Tsi_TRINITY_DN6137_c0_g1_i1,Tcm_TRINITY_DN97538_c0_g1_i1
RBBH-16737,Tsi_TRINITY_DN26708_c1_g3_i1,Tcm_TRINITY_DN105288_c2_g1_i1
RBBH-16738,Tsi_TRINITY_DN29480_c0_g4_i1,Tcm_TRINITY_DN93035_c0_g1_i4
RBBH-1674,Tsi_TRINITY_DN306_c0_g1_i1,Tcm_TRINITY_DN99565_c2_g1_i1
RBBH-16740,Tsi_TRINITY_DN28334_c2_g1_i1,Tcm_TRINITY_DN99266_c0_g1_i1
RBBH-16741,Tsi_TRINITY_DN49304_c0_g1_i1,Tcm_TRINITY_DN88928_c0_g1_i1
RBBH-16742,Tsi_TRINITY_DN25684_c0_g1_i4,Tcm_TRINITY_DN100305_c0_g1_i1
RBBH-16743,Tsi_TRINITY_DN23885_c0_g1_i1,Tcm_TRINITY_DN105163_c0_g1_i2
RBBH-16744,Tsi_TRINITY_DN40450_c0_g1_i1,Tcm_TRINITY_DN103143_c8_g9_i1
RBBH-16745,Tsi_TRINITY_DN30710_c1_g3_i1,Tcm_TRINITY_DN102691_c2_g3_i1
RBBH-16746,Tsi_TRINITY_DN30550_c0_g1_i3,Tcm_TRINITY_DN97523_c0_g1_i1
RBBH-16747,Tsi_TRINITY_DN20262_c0_g1_i1,Tcm_TRINITY_DN105560_c4_g1_i7
RBBH-16748,Tsi_TRINITY_DN31655_c6_g1_i1,Tcm_TRINITY_DN105852_c2_g1_i1
RBBH-16749,Tsi_TRINITY_DN66775_c0_g1_i1,Tcm_TRINITY_DN94464_c0_g1_i1
RBBH-1675,Tsi_TRINITY_DN60657_c0_g1_i1,Tcm_TRINITY_DN85363_c0_g1_i1
RBBH-16750,Tsi_TRINITY_DN1675_c1_g1_i1,Tcm_TRINITY_DN96833_c2_g1_i2
RBBH-16752,Tsi_TRINITY_DN8157_c0_g1_i1,Tcm_TRINITY_DN105075_c0_g1_i3
RBBH-16753,Tsi_TRINITY_DN71158_c0_g1_i1,Tcm_TRINITY_DN77289_c0_g1_i1
RBBH-16754,Tsi_TRINITY_DN29825_c0_g2_i1,Tcm_TRINITY_DN103745_c1_g1_i1
RBBH-16755,Tsi_TRINITY_DN71792_c0_g1_i1,Tcm_TRINITY_DN57350_c0_g1_i1
RBBH-16756,Tsi_TRINITY_DN12449_c0_g1_i1,Tcm_TRINITY_DN97597_c0_g1_i2
RBBH-16757,Tsi_TRINITY_DN30355_c1_g2_i1,Tcm_TRINITY_DN100726_c4_g1_i1
RBBH-16758,Tsi_TRINITY_DN27450_c4_g1_i1,Tcm_TRINITY_DN86754_c0_g1_i1
RBBH-1676,Tsi_TRINITY_DN31959_c2_g1_i1,Tcm_TRINITY_DN94795_c0_g1_i1
RBBH-16760,Tsi_TRINITY_DN30714_c4_g3_i1,Tcm_TRINITY_DN104414_c1_g1_i1
RBBH-16761,Tsi_TRINITY_DN58612_c0_g1_i1,Tcm_TRINITY_DN93434_c0_g3_i1
RBBH-16762,Tsi_TRINITY_DN26486_c0_g4_i1,Tcm_TRINITY_DN74109_c1_g1_i2
RBBH-16763,Tsi_TRINITY_DN26666_c0_g1_i1,Tcm_TRINITY_DN100341_c0_g1_i4
RBBH-16764,Tsi_TRINITY_DN28829_c0_g2_i1,Tcm_TRINITY_DN106603_c11_g6_i1
RBBH-16765,Tsi_TRINITY_DN46863_c0_g1_i1,Tcm_TRINITY_DN102352_c5_g1_i1
RBBH-16766,Tsi_TRINITY_DN25314_c1_g1_i2,Tcm_TRINITY_DN94512_c0_g1_i3
RBBH-16767,Tsi_TRINITY_DN20990_c0_g1_i1,Tcm_TRINITY_DN72874_c0_g2_i1
RBBH-16768,Tsi_TRINITY_DN31297_c2_g7_i3,Tcm_TRINITY_DN102596_c1_g1_i2
RBBH-16769,Tsi_TRINITY_DN44200_c0_g1_i1,Tcm_TRINITY_DN84652_c0_g3_i1
RBBH-16770,Tsi_TRINITY_DN28997_c3_g1_i1,Tcm_TRINITY_DN101914_c5_g1_i1
RBBH-16771,Tsi_TRINITY_DN20080_c0_g1_i1,Tcm_TRINITY_DN106097_c0_g1_i2
RBBH-16772,Tsi_TRINITY_DN17631_c0_g2_i1,Tcm_TRINITY_DN86049_c0_g1_i1
RBBH-16773,Tsi_TRINITY_DN67834_c0_g1_i1,Tcm_TRINITY_DN105720_c2_g1_i6
RBBH-16774,Tsi_TRINITY_DN31058_c0_g2_i6,Tcm_TRINITY_DN104857_c0_g1_i1
RBBH-16775,Tsi_TRINITY_DN54560_c0_g1_i1,Tcm_TRINITY_DN99953_c0_g1_i1
RBBH-16776,Tsi_TRINITY_DN16165_c0_g1_i1,Tcm_TRINITY_DN91212_c0_g2_i1
RBBH-16777,Tsi_TRINITY_DN28031_c0_g3_i1,Tcm_TRINITY_DN90897_c0_g1_i1
RBBH-16779,Tsi_TRINITY_DN4097_c0_g1_i1,Tcm_TRINITY_DN71177_c0_g1_i1
RBBH-1678,Tsi_TRINITY_DN5972_c0_g1_i1,Tcm_TRINITY_DN104528_c0_g1_i1
RBBH-16780,Tsi_TRINITY_DN70110_c0_g1_i1,Tcm_TRINITY_DN79133_c0_g1_i1
RBBH-16781,Tsi_TRINITY_DN29632_c0_g4_i2,Tcm_TRINITY_DN92268_c0_g2_i5
RBBH-16782,Tsi_TRINITY_DN46098_c0_g1_i1,Tcm_TRINITY_DN104219_c1_g1_i1
RBBH-16783,Tsi_TRINITY_DN64975_c0_g1_i1,Tcm_TRINITY_DN103010_c0_g1_i1
RBBH-16784,Tsi_TRINITY_DN49916_c0_g1_i1,Tcm_TRINITY_DN67054_c0_g1_i1
