Match_col,Tpa,Tge
RBBH-1986,Tpa_TRINITY_DN123242_c0_g1_i1,Tge_TRINITY_DN46419_c3_g5_i1
RBBH-1987,Tpa_TRINITY_DN137494_c0_g1_i3,Tge_TRINITY_DN40272_c0_g1_i1
RBBH-1988,Tpa_TRINITY_DN136151_c0_g1_i1,Tge_TRINITY_DN33658_c0_g1_i2
RBBH-1989,Tpa_TRINITY_DN136321_c3_g1_i4,Tge_TRINITY_DN44223_c0_g1_i2
RBBH-199,Tpa_TRINITY_DN124164_c0_g1_i1,Tge_TRINITY_DN45091_c0_g1_i1
RBBH-1990,Tpa_TRINITY_DN134362_c0_g3_i1,Tge_TRINITY_DN2072_c0_g1_i1
RBBH-1991,Tpa_TRINITY_DN138672_c3_g1_i1,Tge_TRINITY_DN61813_c0_g1_i1
RBBH-1993,Tpa_TRINITY_DN130575_c0_g2_i1,Tge_TRINITY_DN4890_c0_g1_i1
RBBH-1994,Tpa_TRINITY_DN135720_c1_g1_i1,Tge_TRINITY_DN25992_c0_g1_i1
RBBH-1995,Tpa_TRINITY_DN138845_c0_g5_i1,Tge_TRINITY_DN44782_c0_g1_i4
RBBH-1996,Tpa_TRINITY_DN137634_c0_g1_i1,Tge_TRINITY_DN33219_c0_g1_i1
RBBH-1997,Tpa_TRINITY_DN133046_c0_g9_i1,Tge_TRINITY_DN78685_c0_g1_i1
RBBH-1998,Tpa_TRINITY_DN118401_c0_g1_i1,Tge_TRINITY_DN19837_c0_g1_i1
RBBH-1999,Tpa_TRINITY_DN119062_c0_g1_i1,Tge_TRINITY_DN15093_c0_g1_i1
RBBH-2,Tpa_TRINITY_DN131873_c0_g2_i1,Tge_TRINITY_DN42643_c0_g1_i1
RBBH-20,Tpa_TRINITY_DN134830_c0_g1_i1,Tge_TRINITY_DN15320_c0_g1_i1
RBBH-200,Tpa_TRINITY_DN138930_c0_g9_i1,Tge_TRINITY_DN32807_c0_g1_i1
RBBH-2000,Tpa_TRINITY_DN137854_c0_g1_i2,Tge_TRINITY_DN46303_c0_g1_i3
RBBH-2001,Tpa_TRINITY_DN122405_c0_g1_i1,Tge_TRINITY_DN47038_c0_g1_i2
RBBH-2002,Tpa_TRINITY_DN120907_c0_g1_i1,Tge_TRINITY_DN24277_c0_g1_i1
RBBH-2003,Tpa_TRINITY_DN111674_c0_g1_i1,Tge_TRINITY_DN59219_c0_g1_i1
RBBH-2004,Tpa_TRINITY_DN122170_c0_g1_i1,Tge_TRINITY_DN45326_c0_g1_i1
RBBH-2005,Tpa_TRINITY_DN133893_c0_g1_i1,Tge_TRINITY_DN40237_c0_g1_i1
RBBH-2006,Tpa_TRINITY_DN141719_c2_g8_i2,Tge_TRINITY_DN48165_c0_g1_i10
RBBH-2007,Tpa_TRINITY_DN121164_c0_g1_i1,Tge_TRINITY_DN24999_c0_g1_i1
RBBH-2008,Tpa_TRINITY_DN140127_c2_g2_i2,Tge_TRINITY_DN39808_c0_g1_i1
RBBH-2009,Tpa_TRINITY_DN139022_c0_g2_i6,Tge_TRINITY_DN47921_c11_g1_i1
RBBH-201,Tpa_TRINITY_DN113084_c0_g1_i1,Tge_TRINITY_DN4715_c0_g1_i1
RBBH-2010,Tpa_TRINITY_DN135467_c2_g1_i2,Tge_TRINITY_DN48052_c5_g2_i1
RBBH-2011,Tpa_TRINITY_DN132980_c0_g1_i1,Tge_TRINITY_DN33673_c0_g1_i1
RBBH-2012,Tpa_TRINITY_DN132613_c0_g1_i3,Tge_TRINITY_DN40058_c0_g1_i2
RBBH-2013,Tpa_TRINITY_DN129057_c2_g2_i5,Tge_TRINITY_DN24924_c0_g1_i1
RBBH-2015,Tpa_TRINITY_DN98454_c0_g2_i1,Tge_TRINITY_DN83468_c0_g1_i1
RBBH-2016,Tpa_TRINITY_DN115887_c0_g1_i1,Tge_TRINITY_DN62237_c0_g1_i1
RBBH-2017,Tpa_TRINITY_DN140237_c0_g2_i1,Tge_TRINITY_DN36130_c0_g1_i1
RBBH-2018,Tpa_TRINITY_DN141785_c0_g10_i1,Tge_TRINITY_DN45498_c0_g2_i1
RBBH-2019,Tpa_TRINITY_DN133231_c0_g1_i1,Tge_TRINITY_DN46804_c0_g1_i1
RBBH-202,Tpa_TRINITY_DN136950_c2_g2_i4,Tge_TRINITY_DN32895_c0_g1_i1
RBBH-2020,Tpa_TRINITY_DN134823_c0_g3_i1,Tge_TRINITY_DN43904_c0_g1_i1
RBBH-2021,Tpa_TRINITY_DN124383_c0_g1_i1,Tge_TRINITY_DN16367_c0_g1_i1
RBBH-2022,Tpa_TRINITY_DN118566_c1_g5_i1,Tge_TRINITY_DN21221_c0_g1_i1
RBBH-2023,Tpa_TRINITY_DN134982_c1_g2_i3,Tge_TRINITY_DN42406_c0_g1_i1
RBBH-2024,Tpa_TRINITY_DN138262_c0_g1_i1,Tge_TRINITY_DN45537_c0_g1_i1
RBBH-2025,Tpa_TRINITY_DN136315_c0_g1_i2,Tge_TRINITY_DN47180_c9_g1_i4
RBBH-2026,Tpa_TRINITY_DN127024_c1_g1_i7,Tge_TRINITY_DN43285_c0_g1_i1
RBBH-2027,Tpa_TRINITY_DN142483_c1_g1_i1,Tge_TRINITY_DN46803_c2_g1_i3
RBBH-2028,Tpa_TRINITY_DN128574_c0_g1_i3,Tge_TRINITY_DN36662_c0_g2_i1
RBBH-2029,Tpa_TRINITY_DN135567_c0_g1_i1,Tge_TRINITY_DN35387_c0_g1_i1
RBBH-203,Tpa_TRINITY_DN122543_c0_g1_i2,Tge_TRINITY_DN41566_c0_g1_i1
RBBH-2030,Tpa_TRINITY_DN118258_c0_g1_i1,Tge_TRINITY_DN47460_c6_g3_i1
RBBH-2031,Tpa_TRINITY_DN123840_c0_g2_i1,Tge_TRINITY_DN47519_c3_g1_i1
RBBH-2032,Tpa_TRINITY_DN141090_c0_g1_i1,Tge_TRINITY_DN47189_c0_g1_i1
RBBH-2033,Tpa_TRINITY_DN135029_c0_g2_i2,Tge_TRINITY_DN32963_c0_g1_i1
RBBH-2034,Tpa_TRINITY_DN133580_c0_g3_i5,Tge_TRINITY_DN28172_c0_g3_i1
RBBH-2035,Tpa_TRINITY_DN133521_c0_g1_i6,Tge_TRINITY_DN29772_c0_g1_i1
RBBH-2037,Tpa_TRINITY_DN137782_c1_g1_i1,Tge_TRINITY_DN56659_c0_g1_i1
RBBH-2038,Tpa_TRINITY_DN29269_c0_g1_i1,Tge_TRINITY_DN68169_c0_g1_i1
RBBH-2039,Tpa_TRINITY_DN135238_c1_g1_i1,Tge_TRINITY_DN7756_c0_g2_i1
RBBH-204,Tpa_TRINITY_DN111587_c0_g1_i1,Tge_TRINITY_DN67582_c0_g2_i1
RBBH-2040,Tpa_TRINITY_DN114172_c0_g1_i1,Tge_TRINITY_DN52060_c0_g1_i1
RBBH-2041,Tpa_TRINITY_DN111052_c0_g4_i2,Tge_TRINITY_DN41183_c0_g1_i1
RBBH-2042,Tpa_TRINITY_DN136953_c5_g1_i2,Tge_TRINITY_DN47367_c0_g1_i14
RBBH-2043,Tpa_TRINITY_DN141564_c0_g8_i1,Tge_TRINITY_DN47350_c2_g1_i5
RBBH-2044,Tpa_TRINITY_DN139213_c3_g3_i2,Tge_TRINITY_DN47342_c0_g1_i1
RBBH-2045,Tpa_TRINITY_DN137794_c0_g1_i3,Tge_TRINITY_DN43936_c0_g2_i1
RBBH-2046,Tpa_TRINITY_DN136634_c0_g3_i3,Tge_TRINITY_DN38594_c0_g1_i2
RBBH-2047,Tpa_TRINITY_DN143207_c1_g3_i2,Tge_TRINITY_DN40666_c0_g1_i2
RBBH-2048,Tpa_TRINITY_DN138037_c0_g1_i6,Tge_TRINITY_DN60847_c0_g1_i1
RBBH-2049,Tpa_TRINITY_DN130409_c4_g19_i2,Tge_TRINITY_DN40178_c1_g1_i1
RBBH-205,Tpa_TRINITY_DN123181_c0_g1_i1,Tge_TRINITY_DN23232_c0_g1_i1
RBBH-2050,Tpa_TRINITY_DN140910_c0_g13_i1,Tge_TRINITY_DN45564_c0_g1_i1
RBBH-2051,Tpa_TRINITY_DN135554_c0_g1_i2,Tge_TRINITY_DN45967_c0_g1_i1
RBBH-2052,Tpa_TRINITY_DN128579_c3_g1_i1,Tge_TRINITY_DN33978_c0_g2_i1
RBBH-2053,Tpa_TRINITY_DN127513_c0_g1_i4,Tge_TRINITY_DN39361_c0_g1_i1
RBBH-2054,Tpa_TRINITY_DN137268_c4_g3_i5,Tge_TRINITY_DN48089_c8_g8_i2
RBBH-2055,Tpa_TRINITY_DN144140_c0_g1_i1,Tge_TRINITY_DN7575_c0_g1_i1
RBBH-2056,Tpa_TRINITY_DN132638_c0_g1_i1,Tge_TRINITY_DN39969_c0_g1_i1
RBBH-2057,Tpa_TRINITY_DN140840_c0_g1_i1,Tge_TRINITY_DN44161_c0_g1_i2
RBBH-2058,Tpa_TRINITY_DN140954_c4_g1_i1,Tge_TRINITY_DN48033_c1_g2_i1
RBBH-2059,Tpa_TRINITY_DN141519_c2_g2_i1,Tge_TRINITY_DN40317_c0_g1_i1
RBBH-206,Tpa_TRINITY_DN91727_c0_g1_i1,Tge_TRINITY_DN79383_c0_g1_i1
RBBH-2060,Tpa_TRINITY_DN140004_c0_g1_i1,Tge_TRINITY_DN40780_c1_g1_i1
RBBH-2061,Tpa_TRINITY_DN127268_c1_g1_i1,Tge_TRINITY_DN6907_c0_g1_i1
RBBH-2062,Tpa_TRINITY_DN129957_c0_g1_i1,Tge_TRINITY_DN10076_c0_g1_i1
RBBH-2063,Tpa_TRINITY_DN143163_c0_g1_i1,Tge_TRINITY_DN44128_c0_g1_i1
RBBH-2064,Tpa_TRINITY_DN126065_c8_g4_i3,Tge_TRINITY_DN46215_c6_g2_i1
RBBH-2066,Tpa_TRINITY_DN132309_c0_g1_i5,Tge_TRINITY_DN42324_c0_g1_i1
RBBH-2067,Tpa_TRINITY_DN116729_c0_g1_i1,Tge_TRINITY_DN9612_c0_g2_i1
RBBH-2069,Tpa_TRINITY_DN86854_c0_g1_i1,Tge_TRINITY_DN63831_c0_g1_i1
RBBH-207,Tpa_TRINITY_DN127073_c0_g1_i1,Tge_TRINITY_DN28848_c0_g1_i1
RBBH-2072,Tpa_TRINITY_DN132389_c0_g1_i1,Tge_TRINITY_DN40568_c0_g1_i1
RBBH-2073,Tpa_TRINITY_DN134652_c1_g6_i3,Tge_TRINITY_DN20632_c0_g1_i1
RBBH-2074,Tpa_TRINITY_DN89379_c0_g1_i1,Tge_TRINITY_DN19002_c0_g1_i1
RBBH-2075,Tpa_TRINITY_DN134875_c0_g2_i2,Tge_TRINITY_DN40736_c0_g1_i1
RBBH-2076,Tpa_TRINITY_DN129491_c0_g1_i2,Tge_TRINITY_DN40332_c0_g1_i3
RBBH-2077,Tpa_TRINITY_DN123437_c0_g1_i3,Tge_TRINITY_DN23016_c0_g1_i1
RBBH-2078,Tpa_TRINITY_DN133666_c0_g1_i2,Tge_TRINITY_DN47064_c1_g2_i7
RBBH-2079,Tpa_TRINITY_DN141605_c1_g5_i3,Tge_TRINITY_DN47966_c0_g2_i2
RBBH-208,Tpa_TRINITY_DN117632_c0_g1_i1,Tge_TRINITY_DN9874_c0_g1_i1
RBBH-2080,Tpa_TRINITY_DN130256_c6_g2_i1,Tge_TRINITY_DN39216_c1_g3_i1
RBBH-2081,Tpa_TRINITY_DN131186_c3_g1_i1,Tge_TRINITY_DN47621_c3_g1_i1
RBBH-2082,Tpa_TRINITY_DN134853_c0_g1_i1,Tge_TRINITY_DN42244_c0_g2_i4
RBBH-2083,Tpa_TRINITY_DN138456_c2_g2_i1,Tge_TRINITY_DN41669_c0_g1_i1
RBBH-2085,Tpa_TRINITY_DN96275_c0_g1_i1,Tge_TRINITY_DN28584_c0_g1_i1
RBBH-2086,Tpa_TRINITY_DN129848_c8_g1_i3,Tge_TRINITY_DN46075_c0_g3_i1
RBBH-2087,Tpa_TRINITY_DN133361_c0_g1_i1,Tge_TRINITY_DN25254_c1_g1_i1
RBBH-2088,Tpa_TRINITY_DN117904_c0_g1_i1,Tge_TRINITY_DN21572_c0_g1_i1
RBBH-2089,Tpa_TRINITY_DN122682_c0_g1_i1,Tge_TRINITY_DN44007_c0_g1_i1
RBBH-209,Tpa_TRINITY_DN107739_c0_g1_i3,Tge_TRINITY_DN49942_c0_g1_i1
RBBH-2090,Tpa_TRINITY_DN128923_c0_g2_i1,Tge_TRINITY_DN12888_c0_g2_i1
RBBH-2091,Tpa_TRINITY_DN97003_c0_g1_i1,Tge_TRINITY_DN3935_c0_g1_i1
RBBH-2092,Tpa_TRINITY_DN140371_c0_g1_i4,Tge_TRINITY_DN38667_c0_g1_i2
RBBH-2093,Tpa_TRINITY_DN131497_c0_g1_i2,Tge_TRINITY_DN3733_c0_g1_i1
RBBH-2094,Tpa_TRINITY_DN136847_c3_g1_i8,Tge_TRINITY_DN47816_c0_g1_i2
RBBH-2095,Tpa_TRINITY_DN139802_c1_g4_i3,Tge_TRINITY_DN44078_c2_g2_i1
RBBH-2097,Tpa_TRINITY_DN143312_c3_g7_i1,Tge_TRINITY_DN43487_c0_g1_i2
RBBH-2098,Tpa_TRINITY_DN139305_c3_g3_i4,Tge_TRINITY_DN44332_c0_g1_i1
RBBH-2099,Tpa_TRINITY_DN134234_c4_g1_i1,Tge_TRINITY_DN44997_c0_g1_i1
RBBH-21,Tpa_TRINITY_DN133532_c0_g1_i1,Tge_TRINITY_DN38679_c0_g1_i1
RBBH-210,Tpa_TRINITY_DN108707_c0_g1_i1,Tge_TRINITY_DN5617_c0_g1_i1
RBBH-2100,Tpa_TRINITY_DN134954_c0_g1_i1,Tge_TRINITY_DN41245_c0_g1_i1
RBBH-2101,Tpa_TRINITY_DN130167_c0_g1_i1,Tge_TRINITY_DN13565_c0_g1_i1
RBBH-2102,Tpa_TRINITY_DN126898_c0_g1_i1,Tge_TRINITY_DN32831_c0_g1_i1
RBBH-2103,Tpa_TRINITY_DN138695_c5_g1_i1,Tge_TRINITY_DN12831_c0_g2_i1
RBBH-2104,Tpa_TRINITY_DN125971_c0_g1_i1,Tge_TRINITY_DN21642_c0_g1_i1
RBBH-2105,Tpa_TRINITY_DN115147_c0_g1_i1,Tge_TRINITY_DN33437_c1_g1_i1
RBBH-2107,Tpa_TRINITY_DN143161_c14_g9_i2,Tge_TRINITY_DN47671_c1_g2_i2
RBBH-2108,Tpa_TRINITY_DN137529_c1_g1_i2,Tge_TRINITY_DN43296_c0_g1_i1
RBBH-2109,Tpa_TRINITY_DN130765_c1_g7_i4,Tge_TRINITY_DN33595_c0_g2_i1
RBBH-211,Tpa_TRINITY_DN121667_c0_g1_i2,Tge_TRINITY_DN47508_c2_g1_i1
RBBH-2110,Tpa_TRINITY_DN117569_c0_g1_i1,Tge_TRINITY_DN28404_c0_g2_i1
RBBH-2112,Tpa_TRINITY_DN107963_c0_g1_i1,Tge_TRINITY_DN12984_c0_g1_i1
RBBH-2113,Tpa_TRINITY_DN113411_c0_g1_i1,Tge_TRINITY_DN12608_c0_g1_i1
RBBH-2114,Tpa_TRINITY_DN129911_c0_g5_i1,Tge_TRINITY_DN41448_c0_g1_i1
RBBH-2115,Tpa_TRINITY_DN115620_c0_g1_i2,Tge_TRINITY_DN12479_c0_g1_i1
RBBH-2116,Tpa_TRINITY_DN132924_c0_g1_i1,Tge_TRINITY_DN34873_c0_g1_i1
RBBH-2117,Tpa_TRINITY_DN135882_c1_g6_i2,Tge_TRINITY_DN44909_c0_g1_i1
RBBH-2119,Tpa_TRINITY_DN143285_c4_g1_i3,Tge_TRINITY_DN46517_c6_g2_i1
RBBH-212,Tpa_TRINITY_DN140952_c0_g1_i1,Tge_TRINITY_DN37905_c0_g2_i1
RBBH-2120,Tpa_TRINITY_DN139886_c3_g2_i2,Tge_TRINITY_DN35666_c0_g1_i1
RBBH-2121,Tpa_TRINITY_DN125266_c0_g1_i1,Tge_TRINITY_DN30249_c0_g1_i2
RBBH-2123,Tpa_TRINITY_DN129616_c0_g1_i1,Tge_TRINITY_DN47724_c8_g1_i1
RBBH-2124,Tpa_TRINITY_DN137337_c4_g5_i3,Tge_TRINITY_DN47579_c0_g2_i1
RBBH-2125,Tpa_TRINITY_DN127912_c1_g2_i6,Tge_TRINITY_DN66738_c0_g1_i1
RBBH-2127,Tpa_TRINITY_DN135872_c0_g1_i1,Tge_TRINITY_DN11899_c0_g1_i1
RBBH-2128,Tpa_TRINITY_DN143177_c3_g5_i1,Tge_TRINITY_DN47607_c0_g2_i1
RBBH-2129,Tpa_TRINITY_DN133836_c0_g2_i1,Tge_TRINITY_DN24462_c0_g1_i1
RBBH-213,Tpa_TRINITY_DN126587_c0_g1_i2,Tge_TRINITY_DN28034_c0_g1_i1
RBBH-2130,Tpa_TRINITY_DN121736_c0_g1_i1,Tge_TRINITY_DN67775_c0_g1_i1
RBBH-2131,Tpa_TRINITY_DN114731_c0_g5_i1,Tge_TRINITY_DN8335_c0_g1_i1
RBBH-2132,Tpa_TRINITY_DN121455_c0_g1_i1,Tge_TRINITY_DN10012_c0_g2_i1
RBBH-2133,Tpa_TRINITY_DN140537_c0_g2_i6,Tge_TRINITY_DN40973_c0_g1_i1
RBBH-2134,Tpa_TRINITY_DN143109_c2_g1_i3,Tge_TRINITY_DN45385_c0_g1_i1
RBBH-2135,Tpa_TRINITY_DN142039_c0_g1_i5,Tge_TRINITY_DN43181_c0_g1_i3
RBBH-2136,Tpa_TRINITY_DN141878_c0_g1_i1,Tge_TRINITY_DN45066_c0_g1_i3
RBBH-2139,Tpa_TRINITY_DN124451_c0_g2_i1,Tge_TRINITY_DN25459_c0_g1_i1
RBBH-214,Tpa_TRINITY_DN132219_c0_g2_i2,Tge_TRINITY_DN32401_c0_g1_i1
RBBH-2140,Tpa_TRINITY_DN132942_c2_g1_i1,Tge_TRINITY_DN47196_c6_g3_i1
RBBH-2141,Tpa_TRINITY_DN113698_c3_g1_i1,Tge_TRINITY_DN48977_c0_g1_i1
RBBH-2142,Tpa_TRINITY_DN138270_c0_g3_i1,Tge_TRINITY_DN20401_c0_g1_i1
RBBH-2143,Tpa_TRINITY_DN142322_c2_g8_i1,Tge_TRINITY_DN46509_c2_g16_i1
RBBH-2144,Tpa_TRINITY_DN129787_c0_g2_i2,Tge_TRINITY_DN30980_c0_g1_i2
RBBH-2145,Tpa_TRINITY_DN142542_c4_g1_i1,Tge_TRINITY_DN48159_c17_g1_i1
RBBH-2146,Tpa_TRINITY_DN138877_c3_g1_i1,Tge_TRINITY_DN34925_c0_g1_i1
RBBH-2147,Tpa_TRINITY_DN137471_c1_g2_i6,Tge_TRINITY_DN40377_c0_g1_i2
RBBH-2148,Tpa_TRINITY_DN135766_c2_g1_i1,Tge_TRINITY_DN47166_c5_g1_i1
RBBH-2149,Tpa_TRINITY_DN132620_c0_g1_i1,Tge_TRINITY_DN36837_c0_g1_i1
RBBH-215,Tpa_TRINITY_DN110180_c0_g1_i1,Tge_TRINITY_DN36302_c0_g1_i1
RBBH-2150,Tpa_TRINITY_DN100419_c0_g1_i1,Tge_TRINITY_DN419_c0_g2_i1
RBBH-2151,Tpa_TRINITY_DN139814_c0_g1_i1,Tge_TRINITY_DN38105_c0_g1_i1
RBBH-2152,Tpa_TRINITY_DN117420_c0_g1_i1,Tge_TRINITY_DN3017_c0_g1_i1
RBBH-2154,Tpa_TRINITY_DN100128_c0_g1_i1,Tge_TRINITY_DN32610_c0_g1_i1
RBBH-2156,Tpa_TRINITY_DN129312_c3_g2_i1,Tge_TRINITY_DN24888_c0_g1_i1
RBBH-2157,Tpa_TRINITY_DN125787_c0_g1_i3,Tge_TRINITY_DN39392_c0_g1_i1
RBBH-2158,Tpa_TRINITY_DN138134_c2_g1_i3,Tge_TRINITY_DN47668_c0_g1_i3
RBBH-2159,Tpa_TRINITY_DN108786_c0_g1_i1,Tge_TRINITY_DN37407_c0_g1_i1
RBBH-216,Tpa_TRINITY_DN121811_c0_g1_i3,Tge_TRINITY_DN39682_c0_g1_i1
RBBH-2160,Tpa_TRINITY_DN134573_c2_g1_i1,Tge_TRINITY_DN47271_c2_g1_i1
RBBH-2161,Tpa_TRINITY_DN132953_c0_g1_i2,Tge_TRINITY_DN41874_c0_g1_i1
RBBH-2162,Tpa_TRINITY_DN116290_c0_g1_i1,Tge_TRINITY_DN80879_c0_g1_i1
RBBH-2164,Tpa_TRINITY_DN133545_c0_g2_i1,Tge_TRINITY_DN30710_c0_g1_i1
RBBH-2165,Tpa_TRINITY_DN142530_c1_g1_i5,Tge_TRINITY_DN43866_c0_g1_i1
RBBH-2167,Tpa_TRINITY_DN101663_c0_g1_i1,Tge_TRINITY_DN28829_c0_g1_i1
RBBH-2168,Tpa_TRINITY_DN85720_c0_g1_i1,Tge_TRINITY_DN29798_c0_g1_i2
RBBH-2169,Tpa_TRINITY_DN124392_c3_g3_i1,Tge_TRINITY_DN47415_c13_g3_i1
RBBH-217,Tpa_TRINITY_DN114584_c0_g1_i2,Tge_TRINITY_DN20688_c0_g1_i1
RBBH-2170,Tpa_TRINITY_DN119902_c0_g1_i1,Tge_TRINITY_DN24954_c0_g1_i1
RBBH-2171,Tpa_TRINITY_DN124213_c0_g1_i1,Tge_TRINITY_DN47934_c0_g1_i2
RBBH-2172,Tpa_TRINITY_DN127894_c9_g13_i1,Tge_TRINITY_DN46848_c5_g6_i3
RBBH-2173,Tpa_TRINITY_DN143410_c3_g2_i2,Tge_TRINITY_DN35846_c0_g1_i2
RBBH-2174,Tpa_TRINITY_DN136682_c0_g1_i2,Tge_TRINITY_DN47859_c3_g1_i1
RBBH-2175,Tpa_TRINITY_DN137514_c0_g1_i5,Tge_TRINITY_DN10142_c0_g1_i1
RBBH-2177,Tpa_TRINITY_DN140737_c0_g1_i5,Tge_TRINITY_DN43316_c0_g1_i1
RBBH-2178,Tpa_TRINITY_DN140261_c4_g3_i4,Tge_TRINITY_DN53031_c0_g1_i1
RBBH-2179,Tpa_TRINITY_DN134328_c0_g1_i1,Tge_TRINITY_DN43097_c0_g1_i1
RBBH-218,Tpa_TRINITY_DN137935_c0_g1_i2,Tge_TRINITY_DN43256_c0_g1_i2
RBBH-2180,Tpa_TRINITY_DN138792_c1_g2_i1,Tge_TRINITY_DN47901_c13_g7_i1
RBBH-2181,Tpa_TRINITY_DN135059_c0_g2_i1,Tge_TRINITY_DN39553_c0_g1_i2
RBBH-2182,Tpa_TRINITY_DN113174_c0_g1_i1,Tge_TRINITY_DN47960_c3_g7_i2
RBBH-2183,Tpa_TRINITY_DN143415_c0_g2_i1,Tge_TRINITY_DN47963_c0_g1_i1
RBBH-2184,Tpa_TRINITY_DN81409_c0_g1_i1,Tge_TRINITY_DN52215_c0_g1_i1
RBBH-2185,Tpa_TRINITY_DN112707_c0_g1_i1,Tge_TRINITY_DN31890_c0_g3_i1
RBBH-2187,Tpa_TRINITY_DN123374_c1_g1_i1,Tge_TRINITY_DN45979_c17_g1_i1
RBBH-2189,Tpa_TRINITY_DN136598_c1_g1_i1,Tge_TRINITY_DN37639_c0_g1_i1
RBBH-219,Tpa_TRINITY_DN120471_c0_g1_i1,Tge_TRINITY_DN76674_c0_g1_i1
RBBH-2190,Tpa_TRINITY_DN137727_c4_g2_i1,Tge_TRINITY_DN35029_c0_g1_i1
RBBH-2191,Tpa_TRINITY_DN111762_c0_g1_i2,Tge_TRINITY_DN15232_c0_g1_i1
RBBH-2192,Tpa_TRINITY_DN138201_c1_g1_i1,Tge_TRINITY_DN46517_c4_g1_i1
RBBH-2195,Tpa_TRINITY_DN142489_c0_g3_i2,Tge_TRINITY_DN45870_c1_g1_i1
RBBH-2196,Tpa_TRINITY_DN126181_c0_g1_i1,Tge_TRINITY_DN25334_c0_g1_i2
RBBH-2197,Tpa_TRINITY_DN142203_c0_g1_i4,Tge_TRINITY_DN46423_c10_g1_i1
RBBH-2198,Tpa_TRINITY_DN131805_c3_g1_i3,Tge_TRINITY_DN44448_c5_g1_i2
RBBH-2199,Tpa_TRINITY_DN141317_c1_g1_i1,Tge_TRINITY_DN46815_c6_g2_i1
RBBH-22,Tpa_TRINITY_DN120033_c0_g1_i1,Tge_TRINITY_DN61507_c0_g1_i1
RBBH-220,Tpa_TRINITY_DN149804_c0_g1_i1,Tge_TRINITY_DN76564_c0_g1_i1
RBBH-2201,Tpa_TRINITY_DN138903_c0_g2_i2,Tge_TRINITY_DN43480_c0_g1_i1
RBBH-2202,Tpa_TRINITY_DN136242_c1_g1_i2,Tge_TRINITY_DN46236_c0_g1_i1
RBBH-2203,Tpa_TRINITY_DN140432_c1_g4_i2,Tge_TRINITY_DN44693_c0_g1_i2
RBBH-2204,Tpa_TRINITY_DN140255_c1_g1_i2,Tge_TRINITY_DN50_c0_g1_i1
RBBH-2205,Tpa_TRINITY_DN139295_c1_g8_i2,Tge_TRINITY_DN34903_c0_g1_i1
RBBH-2206,Tpa_TRINITY_DN141509_c0_g4_i1,Tge_TRINITY_DN19249_c0_g1_i1
RBBH-2207,Tpa_TRINITY_DN96937_c0_g1_i1,Tge_TRINITY_DN1819_c0_g1_i1
RBBH-2208,Tpa_TRINITY_DN139413_c0_g1_i6,Tge_TRINITY_DN45664_c0_g1_i1
RBBH-2209,Tpa_TRINITY_DN142617_c0_g2_i1,Tge_TRINITY_DN43544_c0_g1_i2
RBBH-221,Tpa_TRINITY_DN112012_c0_g1_i1,Tge_TRINITY_DN14026_c0_g1_i1
RBBH-2210,Tpa_TRINITY_DN142910_c2_g3_i1,Tge_TRINITY_DN45126_c0_g1_i1
RBBH-2211,Tpa_TRINITY_DN140638_c0_g1_i3,Tge_TRINITY_DN36598_c0_g1_i2
RBBH-2212,Tpa_TRINITY_DN142431_c1_g1_i3,Tge_TRINITY_DN45245_c0_g2_i1
RBBH-2213,Tpa_TRINITY_DN122664_c0_g2_i2,Tge_TRINITY_DN44435_c0_g1_i2
RBBH-2214,Tpa_TRINITY_DN122204_c2_g1_i2,Tge_TRINITY_DN61089_c0_g1_i1
RBBH-2215,Tpa_TRINITY_DN134069_c3_g3_i2,Tge_TRINITY_DN6996_c0_g2_i1
RBBH-2216,Tpa_TRINITY_DN138169_c0_g2_i2,Tge_TRINITY_DN42002_c0_g1_i1
RBBH-2217,Tpa_TRINITY_DN130854_c1_g2_i3,Tge_TRINITY_DN37650_c0_g1_i1
RBBH-2218,Tpa_TRINITY_DN127608_c0_g4_i3,Tge_TRINITY_DN47452_c2_g1_i2
RBBH-2219,Tpa_TRINITY_DN142862_c0_g1_i3,Tge_TRINITY_DN48030_c0_g3_i1
RBBH-222,Tpa_TRINITY_DN139492_c0_g2_i1,Tge_TRINITY_DN16237_c0_g2_i1
RBBH-2221,Tpa_TRINITY_DN130044_c0_g1_i1,Tge_TRINITY_DN47362_c4_g1_i2
RBBH-2222,Tpa_TRINITY_DN133975_c0_g1_i3,Tge_TRINITY_DN44229_c0_g1_i1
RBBH-2223,Tpa_TRINITY_DN143326_c0_g2_i2,Tge_TRINITY_DN46283_c0_g1_i2
RBBH-2224,Tpa_TRINITY_DN118849_c2_g1_i2,Tge_TRINITY_DN18763_c0_g1_i1
RBBH-2225,Tpa_TRINITY_DN135109_c9_g4_i4,Tge_TRINITY_DN41294_c1_g1_i1
RBBH-2226,Tpa_TRINITY_DN102613_c0_g1_i1,Tge_TRINITY_DN41963_c0_g3_i1
RBBH-2227,Tpa_TRINITY_DN137603_c1_g1_i2,Tge_TRINITY_DN44093_c0_g5_i2
RBBH-2228,Tpa_TRINITY_DN116120_c0_g1_i2,Tge_TRINITY_DN45843_c1_g2_i1
RBBH-2229,Tpa_TRINITY_DN141242_c2_g1_i1,Tge_TRINITY_DN31714_c0_g1_i1
